 S0C    S1C    S0U    S1U      EC       EU        OC         OU       PC     PU    YGC     YGCT    FGC    FGCT     GCT   
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 4338.7      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13731.3      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13733.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13733.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13733.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13733.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13733.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13733.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 13733.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 346034.4 15379136.0    0.0     21248.0 19304.6      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5537285.9 15379136.0    0.0     37184.0 36894.6      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0   74197.8 5767232.0 1177984.9 15379136.0    0.0     48320.0 48199.2      1    0.049   0      0.000    0.049
961152.0 961152.0  0.0   74197.8 5767232.0 4293457.4 15379136.0    0.0     48512.0 48402.8      1    0.049   0      0.000    0.049
961152.0 961152.0 92252.3  0.0   5767232.0 2473345.9 15379136.0    0.0     48512.0 48444.9      2    0.100   0      0.000    0.100
961152.0 961152.0  0.0   146799.3 5767232.0 1206576.3 15379136.0    0.0     48512.0 48445.7      3    0.191   0      0.000    0.191
961152.0 961152.0  0.0   146799.3 5767232.0 5490861.3 15379136.0    0.0     48512.0 48476.9      3    0.191   0      0.000    0.191
961152.0 961152.0 196031.2  0.0   5767232.0 4646997.8 15379136.0    0.0     48512.0 48479.4      4    0.324   0      0.000    0.324
288640.0 961152.0  0.0   258569.2 5767232.0 2758865.0 15379136.0    0.0     48512.0 48481.0      5    0.477   0      0.000    0.477
288640.0 355328.0 288617.2  0.0   6978880.0 1154135.9 15379136.0  21632.0   48512.0 48482.5      6    0.673   0      0.000    0.673
288640.0 355328.0 288617.2  0.0   6978880.0 5849536.6 15379136.0  21632.0   48704.0 48564.2      6    0.673   0      0.000    0.673
381120.0 279424.0  0.0   279360.2 6978880.0 3745298.0 15379136.0  92964.3   48704.0 48660.2      7    0.881   0      0.000    0.881
381120.0 392256.0 269962.7  0.0   6905024.0 2684760.0 15379136.0  171700.3  48704.0 48669.6      8    1.122   0      0.000    1.122
384896.0 392256.0  0.0   235557.6 6905024.0 3968344.5 15379136.0  265852.3  48704.0 48672.4      9    1.370   0      0.000    1.370
384896.0 379712.0 130837.3 34980.6 6924928.0 6924928.0 15379136.0  525959.2  48896.0 48755.4     11    1.588   0      0.000    1.588
396416.0 21504.0  0.0   21461.5 6900416.0 763883.3 15379136.0  642814.4  48896.0 48758.9     13    1.828   0      0.000    1.828
393216.0 396416.0  0.0   4448.0 6896704.0 4334798.2 15379136.0  677872.5  48896.0 48759.7     15    1.894   0      0.000    1.894
375040.0 386816.0  0.0   20160.1 6909504.0 5923247.3 15379136.0  686184.5  48896.0 48777.0     17    2.090   0      0.000    2.090
344512.0 362112.0  0.0   40945.8 6952384.0 1680436.9 15379136.0  721507.2  48896.0 48789.0     19    2.195   0      0.000    2.195
344512.0 324928.0 54464.1  0.0   7020096.0 838090.3 15379136.0  755132.9  48896.0 48790.0     20    2.272   0      0.000    2.272
304000.0 324928.0  0.0   68556.2 7020096.0   0.0    15379136.0  799333.0  48896.0 48791.3     21    2.376   0      0.000    2.376
304000.0 324928.0  0.0   68556.2 7020096.0 6681402.8 15379136.0  799333.0  48896.0 48796.2     21    2.376   0      0.000    2.376
276096.0 287488.0  0.0   26645.5 7098048.0 254272.6 15379136.0  915310.8  48896.0 48798.3     23    2.537   0      0.000    2.537
276096.0 266240.0 15456.0  0.0   7147200.0 80353.0  15379136.0  939804.3  48896.0 48811.5     24    2.589   0      0.000    2.589
276096.0 266240.0 15456.0  0.0   7147200.0 4088954.6 15379136.0  939804.3  48896.0 48812.9     24    2.589   0      0.000    2.589
276096.0 266240.0 15456.0  0.0   7147200.0 5889061.2 15379136.0  939804.3  48896.0 48813.8     24    2.589   0      0.000    2.589
252992.0 266240.0  0.0   31718.7 7147200.0 233366.8 15379136.0  950956.3  48896.0 48814.6     25    2.645   0      0.000    2.645
252992.0 266240.0  0.0   31718.7 7147200.0 1884147.3 15379136.0  950956.3  48896.0 48816.3     25    2.645   0      0.000    2.645
252992.0 266240.0  0.0   31718.7 7147200.0 1884163.3 15379136.0  950956.3  48896.0 48816.7     25    2.645   0      0.000    2.645
252992.0 266240.0  0.0   31718.7 7147200.0 1897953.6 15379136.0  950956.3  48896.0 48817.2     25    2.645   0      0.000    2.645
252992.0 266240.0  0.0   31718.7 7147200.0 1897968.9 15379136.0  950956.3  48896.0 48824.5     25    2.645   0      0.000    2.645
252992.0 266240.0  0.0   31718.7 7147200.0 1898038.1 15379136.0  950956.3  48896.0 48825.9     25    2.645   0      0.000    2.645
252992.0 290112.0 216625.2  0.0   7109312.0 1707731.4 15379136.0  976959.7  49664.0 49641.1     26    2.704   0      0.000    2.704
273216.0 290112.0  0.0   56852.6 7109312.0 2636686.4 15379136.0 1212756.2  49856.0 49729.1     27    2.761   0      0.000    2.761
265600.0 270272.0  0.0   320.0  7146048.0   0.0    15379136.0 1412183.6  49856.0 49744.0     29    2.831   0      0.000    2.831
265600.0 256128.0 17728.2  0.0   7167808.0 2579558.3 15379136.0 1412243.6  49856.0 49748.0     30    2.843   0      0.000    2.843
242240.0 256128.0  0.0   81918.3 7167808.0 7017301.6 15379136.0 1429762.6  49856.0 49750.6     31    2.867   0      0.000    2.867
218624.0 229824.0  0.0   81006.7 7217472.0 3555415.6 15379136.0 1553235.0  49856.0 49758.2     33    2.927   0      0.000    2.927
218624.0 215104.0 1248.2  0.0   7255808.0 5723464.8 15379136.0 1634007.4  49856.0 49760.0     34    2.959   0      0.000    2.959
206912.0 194752.0 41432.7  0.0   7287872.0 1555280.3 15379136.0 1655250.2  49856.0 49760.4     36    2.995   0      0.000    2.995
183360.0 194752.0  0.0   41829.5 7287872.0 4684410.6 15379136.0 1696471.0  49856.0 49764.1     37    3.022   0      0.000    3.022
183360.0 176256.0 20854.0  0.0   7329920.0 4962930.6 15379136.0 1738106.2  49856.0 49764.2     38    3.047   0      0.000    3.047
173632.0 176256.0  0.0   78029.9 7329920.0 4656269.2 15379136.0 1758728.3  49856.0 49764.9     39    3.073   0      0.000    3.073
173632.0 170816.0 320.0   0.0   7345088.0 4224964.7 15379136.0 1836594.4  49856.0 49764.9     40    3.101   0      0.000    3.101
166848.0 170816.0  0.0   320.0  7345088.0 1347992.4 15379136.0 1836666.4  49856.0 49764.9     41    3.113   0      0.000    3.113
166848.0 170816.0  0.0   320.0  7345088.0 5882333.6 15379136.0 1836666.4  49856.0 49765.0     41    3.113   0      0.000    3.113
166848.0 161984.0 256.0   0.0   7360704.0 1233339.2 15379136.0 1836730.4  49856.0 49765.1     42    3.124   0      0.000    3.124
166848.0 161984.0 256.0   0.0   7360704.0 1233633.0 15379136.0 1836730.4  49856.0 49765.3     42    3.124   0      0.000    3.124
