procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 159756 16632256   8788 3780448    0    0     0     0  715 1204  0  0 100  0  0
 1  0 159756 16632380   8788 3780448    0    0     0     0  623 1189  0  0 100  0  0
 6  0 159756 16629604   8800 3781516    0    0   638    14 4152 5252 20  1 80  0  0
 7  0 159756 16627956   8800 3781872    0    0     0     0 15257 18194 50  2 49  0  0
21  0 159756 16535080   8800 3781872    0    0     0     8 14999 19209 51  2 48  0  0
 6  0 159756 16522052   8800 3781872    0    0     0     0 15163 19227 51  2 47  0  0
 7  0 159756 16375732   8800 3781868    0    0     0     0 14862 19427 51  2 47  0  0
 9  0 159756 16353264   8808 3781868    0    0     0   108 15579 18988 56  2 42  0  0
 8  0 159756 16247848   8808 3781876    0    0     0     0 15749 19608 58  2 40  0  0
 8  0 159756 16163000   8828 3781880    0    0     0     6 15177 16484 35  1 63  0  0
 7  0 159756 16092816   8828 3781976    0    0     0     0 16039 11478 52  2 47  0  0
11  0 159756 15938172   8832 3781992    0    0     0     0 14609 10493 58  2 41  0  0
 9  0 159756 15729828   8832 3782024    0    0     0     6 15208 9104 67  3 31  0  0
11  0 159756 15679112   8832 3782024    0    0     0     0 15429 19679 69  2 28  0  0
10  0 159756 15572340   8832 3782024    0    0     0     8 15466 18316 76  3 21  0  0
12  0 159756 15398996   8856 3791656    0    0  4870   120 11610 14933 86  3 11  0  0
10  0 159756 15289876   8872 3807496    0    0  7944     0 4197 6021 95  2  2  0  0
 8  0 159756 15221800   8896 3825840    0    0  9098    10 15340 8767 66  2 32  0  0
 8  0 159756 15149004   8920 3843644    0    0  8970     0 17156 16067 65  2 32  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 159756 15088548   8936 3862120    0    0  9224    38 14855 16186 58  2 40  0  0
 7  0 159756 14994176   8952 3879568    0    0  8712     0 14072 17898 54  2 45  0  0
 6  0 159756 14831256   8972 3895868    0    0  8200     0 7122 9100 59  1 40  0  0
 5  0 159756 14765792   9008 3913220    0    0  8584    74 9973 13117 48  1 51  0  0
 3  0 159756 14763560   9016 3913500    0    0     0     0 2224 3315 29  0 71  0  0
 2  0 159756 14698756   9020 3913500    0    0     0     0 1812 2569 20  0 79  0  0
 2  0 159756 14698424   9020 3913496    0    0     0     0 1666 2331 17  0 83  0  0
 2  0 159756 14698036   9020 3913500    0    0     0     0 1472 2325 17  0 83  0  0
 1  0 159756 14655744   9024 3913488    0    0     0    14 1712 2436 19  0 80  0  0
 1  0 159756 14655488   9024 3913496    0    0     0     0 1382 1880  8  0 91  0  0
 1  0 159756 14655396   9024 3913500    0    0     0     6 1018 1609  4  0 96  0  0
 0  0 159756 14656024   9032 3913500    0    0     0    74  659 1186  0  0 99  0  0
 0  0 159756 14655900   9032 3913500    0    0     0     0  641 1199  0  0 100  0  0
 0  0 159756 14656536   9032 3913492    0    0     0    70  616 1161  0  0 100  0  0
 8  0 159756 14594284   9040 3913616    0    0    12     0 10496 9978 51  2 47  0  0
 9  0 159756 14516528   9040 3913624    0    0     0    10 15911 18731 53  2 45  0  0
 6  0 159756 14371696   9040 3913624    0    0     0     0 15659 19276 52  2 46  0  0
 7  0 159756 14387948   9040 3913628    0    0     0     0 16976 19109 46  2 52  0  0
 9  0 159756 14342936   9040 3913668    0    0     0    72 17310 18869 56  2 41  0  0
 8  0 159756 14258376   9048 3913668    0    0     0    52 15461 20343 65  2 32  0  0
 9  0 159756 14250928   9048 3913660    0    0     0     6 17018 16281 75  3 22  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 159756 14130152   9048 3913716    0    0     0     0 16201 14615 55  2 43  0  0
 5  0 159756 14082388   9048 3913712    0    0     0     0 19078 17671 42  2 57  0  0
 4  0 159756 14022032   9048 3913712    0    0     0     0 14533 18242 33  1 66  0  0
 1  0 159756 14042368   9048 3913716    0    0     0     0 14035 17941 20  1 79  0  0
 1  0 159756 14041756   9048 3914228    0    0   256    14 13839 17848  9  1 90  0  0
 2  0 159756 13975804   9056 3914236    0    0     0    70 13729 17833  9  1 89  0  0
 5  0 159756 13936108   9084 3941744    0    0 13838     0 14413 17950 24  1 75  0  0
 5  0 159756 13851332   9120 3975568    0    0 16788     6 13251 17316 31  1 68  0  0
 5  0 159756 13626760   9148 4007124    0    0 15886     0 2306 3366 43  1 56  0  0
 5  0 159756 13525972   9180 4039960    0    0 16400     2 2397 3371 43  1 57  0  0
 2  0 159756 13521020   9184 4045184    0    0  2464     0 2114 2964 27  0 72  0  0
 6  0 159756 13519376   9196 4045184    0    0     0     0 4042 5032 26  1 74  0  0
 8  0 159756 13517840   9196 4045312    0    0     0    10 17895 16391 45  1 54  0  0
 5  0 159756 13373248   9204 4045324    0    0     0   100 16503 17319 44  2 54  0  0
 6  0 159756 13301336   9204 4045324    0    0     0    52 14416 17801 45  1 53  0  0
 8  0 159756 13228796   9216 4045344    0    0     0     0 14730 17528 47  2 51  0  0
11  0 159756 13064604   9216 4045364    0    0     0     0 16191 19247 79  2 18  0  0
20  0 159756 12842032   9216 4045360    0    0     0     6 15687 18841 83  3 14  0  0
13  0 159756 12756232   9256 4072172    0    0     2     0 15582 15612 78  2 20  0  0
12  0 159756 12547044   9408 4157800    0    0     0     0 9648 5179 95  3  2  0  0
12  1 159756 12185716   9604 4323496    0    0     6 68952 4063 3827 94  3  3  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 159756 12157164   9652 4354044    0    0   512 54798 7190 6971 81  1 15  2  0
 6  0 159756 12144300   9668 4366360    0    0     0    14 15657 16911 50  2 49  0  0
 8  0 159756 12046480   9676 4377316    0    0     0     0 14557 18282 46  2 52  0  0
 4  0 159756 11947288   9684 4383940    0    0     0     0 14206 18028 41  1 58  0  0
 2  0 159756 11931060   9696 4384188    0    0     4     0 14010 18118 23  1 76  0  0
 4  0 159756 11841292   9716 4401764    0    0  8714     0 16793 16628 33  1 66  0  0
 1  0 159756 11721648   9808 4475108    0    0  1796     2 14505 16179 14  1 85  0  0
12  2 159756 11585148   9876 4519400    0    0  6538 87868 2322 2827 32  1 64  3  0
 5  0 159756 11466116   9916 4546556    0    0 13586    10 2808 3727 48  1 51  0  0
 5  0 159756 11278272   9944 4572428    0    0 12812     0 2454 3328 43  1 56  0  0
 3  0 159756 11188124   9976 4599408    0    0 13582     0 2112 2782 33  1 66  0  0
 1  0 159756 11171276   9988 4615756    0    0  8070    14 1694 2457 21  0 79  0  0
 0  0 159756 11170788   9992 4615992    0    0     0     0  811 1354  1  0 99  0  0
 1  0 159756 11170548   9992 4615948    0    0     0     6  643 1185  0  0 100  0  0
 0  0 159756 11170796  10000 4615928    0    0     0  1888  749 1243  0  0 99  0  0
 0  0 159756 11170796  10000 4615872    0    0     0     0  621 1184  0  0 100  0  0
 6  0 159756 11021780  10000 4615868    0    0     0   384  846 1334  5  1 95  0  0
 0  0 159756 11170828  10000 4615832    0    0     0     0  608 1167  1  0 99  0  0
 1  0 159756 11171200  10000 4615832    0    0     0    12  632 1212  0  0 100  0  0
 8  0 159756 11272148  10000 4513640    0    0     0     0 1523 2821 17  1 82  0  0
 8  0 159756 11074752  10000 4513520    0    0     0     0 17425 15370 68  2 30  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 159756 11033700  10000 4513524    0    0     0     0 15214 19952 66  2 32  0  0
11  0 159756 10932648  10012 4513456    0    0     0   132 15654 18363 71  2 26  0  0
10  0 159756 10799944  10012 4513236    0    0     0     8 15336 18214 74  2 23  0  0
10  0 159756 10562824  10012 4513172    0    0     0     0 12663 14437 80  2 18  0  0
13  0 159756 10538352  10012 4513092    0    0     0     0 13869 18230 84  3 13  0  0
27  0 159756 10388560  10012 4513036    0    0     0    10 13382 10875 94  3  3  0  0
 9  0 159756 10384204  10012 4513444    0    0   256     0 10795 5798 82  2 16  0  0
 9  0 159756 10263072  10012 4513520    0    0     0    44 12328 14951 64  2 34  0  0
 7  0 159756 10209380  10020 4513500    0    0     0    56 15447 19068 66  2 32  0  0
 8  0 159756 10174420  10020 4513516    0    0     0     0 15121 19510 61  2 38  0  0
 5  0 159756 10193896  10020 4513540    0    0     0     8 14808 17473 47  1 52  0  0
 5  0 159756 10143560  10020 4513536    0    0     0     0 14379 19041 42  2 57  0  0
 6  0 159756 10103276  10020 4513516    0    0     0     0 14135 18879 47  1 52  0  0
 4  0 159756 10021452  10020 4513508    0    0     0     0 14040 18517 40  2 58  0  0
 3  0 159756 9994900  10052 4544324    0    0 15376     0 3317 4569 35  1 64  0  0
 2  0 159756 9909164  10092 4578696    0    0 17342    14 2051 2666 24  1 75  0  0
 1  0 159756 9873544  10132 4614372    0    0 17680    56 1412 1953 12  0 87  1  0
 1  0 159756 9844684  10160 4643688    0    0 14734    60 1164 1642  7  0 92  0  0
 0  0 159756 9844832  10160 4643832    0    0     0     0 1087 1350  0  0 100  0  0
 0  0 159756 9845088  10160 4643828    0    0     0     0  662 1220  0  0 100  0  0
 0  0 159756 9845320  10160 4643816    0    0     0    14  651 1206  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 159756 9845840  10160 4643808    0    0     0     0  659 1217  0  0 100  0  0
 0  0 159756 9845972  10160 4643800    0    0     0    10  648 1178  0  0 100  0  0
 0  0 159756 9845840  10168 4643780    0    0     0    36  680 1246  0  0 100  0  0
 0  0 159756 9845716  10168 4643772    0    0     0     0  632 1210  0  0 100  0  0
 2  0 159756 9846468  10168 4643764    0    0     0     0  611 1167  0  0 99  0  0
 0  0 159756 9846236  10168 4643760    0    0     0     0  645 1184  0  0 100  0  0
 0  0 159756 9846484  10168 4643756    0    0     0     6  642 1187  0  0 100  0  0
 2  0 159756 9846360  10168 4643736    0    0     0     0  665 1207  0  0 100  0  0
 0  0 159756 9846384  10168 4643736    0    0     0     0  617 1175  0  0 100  0  0
 0  0 159756 9844268  10168 4643712    0    0     0     6 3856 4267  9  0 91  0  0
 0  0 159756 9798764  10176 4643776    0    0     0    70 15813 12433  2  1 97  0  0
 8  0 159756 9778908  10180 4643796    0    0     0     8 15911 16070 39  2 60  0  0
 8  0 159756 9661844  10180 4643808    0    0     0     0 16603 18691 68  2 30  0  0
11  0 159756 9548624  10180 4643812    0    0     0     0 17552 17555 74  3 23  0  0
13  0 159756 9393368  10180 4647136    0    0     0     0 17057 16581 87  3 10  0  0
13  0 159756 9067620  10332 4766776    0    0     0     0 5334 6118 92  3  5  0  0
12  0 159756 8965188  10348 4777764    0    0     0    10 4591 5534 94  2  3  0  0
10  1 159756 8718752  10356 4785756    0    0     0 66714 4217 5521 93  3  4  0  0
 5  0 159756 8596240  10432 4835180    0    0     2   168 8022 4485 74  2 24  0  0
11  0 159756 8439124  10508 4895764    0    0     0   146 14194 5220 80  2 18  0  0
10  0 159756 8261804  10696 4955128    0    0    44     0 16723 11738 61  2 36  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 159756 8145996  10732 4980684    0    0     0     0 16037 12992 55  2 44  0  0
10  0 159756 8006660  10804 5022896    0    0     8     0 16254 14504 52  2 46  0  0
 6  0 159756 7786940  10816 5039032    0    0     0     0 12531 4195 58  2 41  0  0
 7  0 159756 7774920  10828 5049968    0    0     0     8 14264 3872 51  2 47  0  0
 6  1 159756 7738224  10840 5053476    0    0     2 128672 6179 3613 44  1 48  6  0
 3  0 159756 7646976  10900 5084372    0    0     6    12 2285 3016 36  1 61  1  0
 1  0 159756 7646356  10900 5085200    0    0     0     0 1639 2011  6  0 93  0  0
 1  0 159756 7646272  10900 5085200    0    0     0     0  990 1468  3  0 97  0  0
 0  0 159756 7647180  10900 5085200    0    0     0     8  799 1302  1  0 99  0  0
 2  0 159756 7647312  10900 5085184    0    0     0     0  658 1230  0  0 100  0  0
 0  0 159756 7644476  10900 5085188    0    0     0     0 7419 1227  0  0 99  0  0
 0  0 159756 7647808  10908 5084600    0    0     0 18896 5070 1223  0  0 98  2  0
 0  0 159756 7648732  10908 5084584    0    0     0     0  636 1204  0  0 100  0  0
 0  0 159756 7648716  10908 5084584    0    0     0    20  628 1194  0  0 100  0  0
 0  0 159756 7649056  10908 5084548    0    0     0     0  643 1202  0  0 100  0  0
 0  0 159756 7649312  10908 5084544    0    0     0     0  635 1208  0  0 100  0  0
 0  0 159756 7649328  10908 5084508    0    0     0     0  671 1210  0  0 100  0  0
 0  0 159756 7649180  10908 5084492    0    0     0     0  798 1215  0  0 100  0  0
 2  0 159756 7650080  10908 5084456    0    0     0     0  620 1204  0  0 100  0  0
 0  0 159756 7649684  10916 5084440    0    0     0    28  652 1260  0  0 99  0  0
 0  0 159756 7649436  10916 5084440    0    0     0   362  648 1193  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 159756 7649816  10916 5084428    0    0     0     0  666 1233  0  0 100  0  0
 0  0 159756 7650212  10916 5084424    0    0     0     0  629 1185  0  0 100  0  0
 0  0 159756 7650304  10916 5084412    0    0     0    12  625 1195  0  0 100  0  0
 0  0 159756 7650312  10916 5084400    0    0     0     0  617 1192  0  0 100  0  0
 0  0 159756 7650436  10916 5084404    0    0     0     0  602 1159  0  0 100  0  0
 8  0 159756 8009624  10924 4724436    0    0     0    30 1186 2200  5  0 95  0  0
10  0 159756 7874800  10924 4698960    0    0     0     0 14891 9667 73  3 24  0  0
 9  0 159756 7729596  10924 4698884    0    0     0    20 17307 17811 68  3 29  0  0
11  0 159756 7631380  10924 4698840    0    0     0     0 16566 18758 71  3 26  0  0
11  0 159756 7471428  10924 4698820    0    0     0     0 15581 17242 69  2 29  0  0
10  0 159756 7364772  10924 4698696    0    0     0     0 15752 17969 77  3 20  0  0
12  0 159756 7191948  10924 4698656    0    0     0     0 14352 18477 87  3  9  0  0
14  0 159756 7113952  10924 4698592    0    0     0     0 5082 7563 95  3  3  0  0
 9  0 159756 7080084  10936 4698588    0    0     0   210 4515 6484 87  2 11  0  0
10  0 159756 7056532  10936 4698616    0    0     0     6 5654 8387 81  2 17  0  0
11  0 159756 7017820  10936 4698644    0    0     0     0 13733 17887 76  2 21  0  0
 8  0 159756 6926200  10936 4698644    0    0     0     0 8286 10795 78  2 20  0  0
 6  0 159756 6890596  10936 4698664    0    0     0     6 14845 18471 43  2 55  0  0
 6  0 159756 6836192  10936 4698652    0    0     0     0 12947 16782 47  1 51  0  0
 5  0 159756 6708448  10936 4698648    0    0     0     6 14400 18315 46  1 52  0  0
 6  0 159756 6680572  10944 4698600    0    0     0   102 15299 17713 47  2 52  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 159756 6623300  10944 4698604    0    0     0     0 13849 18162 28  1 71  0  0
 2  0 159756 6557480  10944 4698608    0    0     0   108 13609 17260 12  1 88  0  0
 4  0 159756 6602400  10944 4698612    0    0     0     0 8128 10744 28  1 72  0  0
 4  0 159756 6604260  10944 4698600    0    0     0    20 1840 2843 28  0 71  0  0
 4  0 159756 6457700  10944 4698588    0    0     0     0 5598 7606 26  1 73  0  0
 3  0 159756 6478052  10944 4698588    0    0     0     0 4969 6571 30  1 69  0  0
 1  0 159756 6477696  10944 4698588    0    0     0     2 1384 2150 13  0 87  0  0
 1  0 159756 6477424  10952 4698596    0    0     0    40 1131 1773  8  0 91  0  0
 0  0 159756 6477844  10952 4698596    0    0     0     0  990 1678  6  0 94  0  0
 1  0 159756 6477984  10952 4698592    0    0     0     0  657 1212  0  0 100  0  0
 0  0 159756 6478224  10952 4698528    0    0     0     0  640 1188  0  0 100  0  0
 0  1 159756 6476216  11036 4700280    0    0   960     8  721 1340  0  0 98  1  0
 0  0 159756 6476016  11080 4700772    0    0   246     0  874 1376  0  0 99  1  0
 0  0 159756 6476000  11080 4700776    0    0     0    12  607 1163  0  0 100  0  0
 0  0 159756 6476140  11092 4700748    0    0     0    50  680 1229  0  0 99  0  0
 0  0 159756 6476816  11092 4700768    0    0     0     0  664 1228  0  0 100  0  0
 0  0 159756 6476916  11092 4700744    0    0     0     8  648 1189  0  0 100  0  0
 0  0 159756 6477040  11092 4700744    0    0     0     0  621 1182  0  0 100  0  0
 1  0 159756 6476668  11092 4700724    0    0     0     8  720 1260  0  0 100  0  0
 0  0 159756 6476668  11092 4700720    0    0     0     0  659 1213  0  0 100  0  0
 7  0 159756 6421228  11096 4700812    0    0     0     0 7161 3291 24  1 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 159756 6272784  11096 4700836    0    0     0    10 17327 11905 60  2 38  0  0
 7  0 159756 6243132  11104 4700836    0    0     0    98 17438 12277 60  2 39  0  0
 7  0 159756 6150512  11108 4700840    0    0     2    40 15483 18771 60  2 38  0  0
 6  0 159756 5988204  11184 4776628    0    0     0     0 15274 17092 43  2 56  0  0
 9  0 159756 5851904  11192 4779472    0    0     0     0 16075 17343 55  2 43  0  0
 8  0 159756 5685356  11224 4805944    0    0     0     0 14398 13364 55  2 43  0  0
 9  0 159756 5507284  11224 4805944    0    0     0     0 13999 17056 67  2 30  0  0
 9  0 159756 5388740  11256 4832544    0    0     0    10 13944 15954 73  2 24  0  0
10  1 159756 5279744  11264 4829392    0    0     0 62792 10041 11813 66  2 30  2  0
 5  0 159756 5083700  11300 4855948    0    0     0     0 15246 14941 61  2 37  0  0
10  0 159756 5003100  11388 4935508    0    0     0     6 13996 17829 20  1 79  0  0
 8  0 159756 4925104  11392 4935672    0    0     0     0 7693 7693 69  2 29  0  0
 7  0 159756 4751744  11392 4935676    0    0     0    10 14578 13470 63  2 35  0  0
 7  0 159756 4638044  11392 4935676    0    0     0     0 14427 14035 48  1 51  0  0
 5  0 159756 4531832  11392 4935680    0    0     0     0 13642 17373 42  1 56  0  0
 3  0 159756 4550812  11392 4935676    0    0     0    24 8456 10831 30  1 69  0  0
 5  0 159756 4393464  11400 4933116    0    0     0 50592 2294 2720 32  1 65  3  0
 1  0 159756 4393472  11400 4933108    0    0     0    10 1372 2032 10  0 89  0  0
 1  0 159756 4393628  11400 4933080    0    0     0     0 1806 2645  8  0 91  0  0
 1  0 159756 4413360  11400 4933064    0    0     0     0 13022 16200  4  1 95  0  0
 1  0 159756 4241868  11400 4933056    0    0     0     0 12821 15832 14  1 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 159756 4285276  11400 4933012    0    0     0     0 2491 3490 16  1 84  0  0
 2  0 159756 4285640  11400 4932980    0    0     0     2 1424 2129 16  1 83  0  0
 1  0 159756 4274240  11424 4944868    0    0     0    38 1329 2087 16  0 83  0  0
 1  0 159756 4101012  11472 4986132    0    0     0     0 1529 1961 15  1 84  0  0
 2  0 159756 4099764  11472 4986132    0    0     0   250 1127 1707  7  0 92  0  0
 2  0 159756 4099400  11472 4986132    0    0     0     0  668 1186  0  0 100  0  0
 0  0 159756 4099772  11472 4986132    0    0     0    12  637 1199  0  0 100  0  0
 0  0 159756 4099672  11472 4986132    0    0     0     0  626 1186  0  0 100  0  0
 0  0 159756 4099680  11472 4986132    0    0     0     0  618 1207  0  0 100  0  0
 0  0 159756 4099432  11472 4986132    0    0     0     0  649 1211  0  0 100  0  0
 9  0 159756 4478252  11484 4522076    0    0     0   224 8909 9906 65  2 33  0  0
10  0 159756 4341720  11484 4522060    0    0     0    12 14782 18232 77  3 20  0  0
11  0 159756 4197136  11484 4521964    0    0     0     0 15944 19487 80  3 17  0  0
10  0 159756 4006796  11484 4521888    0    0     0     0 8335 10514 89  3  8  0  0
10  0 159756 3860972  11484 4521820    0    0     0    10 13309 15350 77  3 21  0  0
21  0 159756 3863104  11484 4521812    0    0     0     0 15642 19595 85  3 12  0  0
18  0 159756 3813544  11484 4521808    0    0     0     0 4800 7225 89  2  9  0  0
10  0 159756 3805004  11492 4521812    0    0     0    98 4603 6660 84  2 14  0  0
 9  0 159756 3775740  11492 4521848    0    0     0     0 15241 17073 70  2 28  0  0
29  0 159756 3632496  11492 4522264    0    0     0     0 15001 18453 80  3 17  0  0
 9  0 159756 3557972  11492 4522228    0    0     0     0 16315 10058 82  3 15  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0 159756 3491020  11492 4522220    0    0     0     8 15814 18758 76  2 22  0  0
24  0 159756 3395656  11492 4522112    0    0     0     0 15722 19308 70  3 27  0  0
 8  0 159756 3345600  11492 4522104    0    0     0     0 14783 17895 69  2 29  0  0
 5  0 159756 3305928  11492 4522036    0    0     0    16 6513 9300 56  1 43  0  0
 3  0 159756 3264900  11500 4522032    0    0     0    72 12110 15930 26  1 73  0  0
 1  0 159756 3264380  11500 4522032    0    0     0   144 1799 2532 21  0 79  0  0
