procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 10 16306840 11703112   6152 2953300    0    0 34234     0 2015 4489 17  1 60 22  0
 2 10 16306840 11627664   6244 3027780    0    0 37294     0 1346 3758 17  1 56 27  0
 5 10 16306840 11550740   6320 3103692    0    0 38436   122 1318 3663 17  1 58 24  0
 3 10 16306840 11462248   6392 3171624    0    0 33764     0 1326 3720 16  1 72 12  0
 1 11 16306840 11392612   6468 3240200    0    0 34450   102 1281 3735 16  0 71 13  0
 4 10 16306840 11321436   6536 3311156    0    0 35442     0 1282 3744 17  1 45 38  0
 3  9 16306840 11239476   6600 3392344    0    0 40674     0 1326 3843 19  1 58 22  0
 3  8 16306840 11158368   6692 3470312    0    0 38684    80 1318 3735 18  1 64 17  0
 5  8 16306840 11082752   6768 3545760    0    0 37690     0 1304 3803 18  1 55 27  0
 2  6 16306840 11012088   6836 3615140    0    0 35062    88 1328 3746 16  1 60 23  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  5 16306840 10935360   6908 3691160    0    0 37906     0 1306 3885 17  1 70 12  0
 1  2 16306840 10860504   6972 3766876    0    0 37728     0 1374 3839 18  1 73  8  0
 1  0 16306840 10799548   7036 3827732    0    0 30560   126 1344 3588 14  0 78  7  0
 1  0 16306840 10761184   7076 3866704    0    0 19412     0 1176 3106  8  0 91  0  0
 1  0 16306840 10722004   7120 3905480    0    0 19348   208 1187 3072  8  0 91  1  0
12  0 16306840 10730836   7136 3911356    0    0  2850     0 4566 7747 57  2 40  0  0
11  0 16306840 10708120   7136 3911360    0    0     0     0 11437 10059 83  5 11  0  0
11  0 16306840 10455036   7144 3911372    0    0     0   208 8236 9770 84  6 10  0  0
15  0 16306736 10338344   7144 3911348   64    0    64     0 6309 7908 89  6  5  0  0
17  1 16306736 10223364   7160 3915256    0    0  2180   112 3227 6363 94  5  1  0  0
17  1 16306732 10022256   7172 3927252   26    0  5984     0 1441 5182 93  5  2  0  0
17  0 16306732 9980080   7184 3940052    0    0  6340     0 1505 5339 95  4  1  0  0
15  0 16306732 9889676   7204 3952340    0    0  6150   106 1141 5305 93  5  2  0  0
 4  0 16306732 9817952   7216 3965548    0    0  6406     0 1081 5445 94  4  1  0  0
12  0 16306732 9732760   7252 3978288    0    0  6728   118 1474 5730 84  3 12  0  0
 8  0 16306732 9678712   7288 3995292    0    0  8520     0 2622 6359 55  2 43  0  0
 8  0 16306732 9554688   7304 4011248    0    0  8008     0 6000 10843 53  2 44  0  0
11  0 16306728 9472980   7336 4026784    0    0  7820   172 5674 9669 63  3 34  0  0
10  0 16306728 9315300   7352 4042908    0    0  8264     0 5566 8965 61  3 36  0  0
12  0 16306724 9086084   7364 4047336    0    0  1792   162 4355 8725 68  4 28  0  0
11  0 16306724 9000524   7384 4063904    0    0  8266     0 3617 8066 74  3 23  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0 16306724 8828132   7424 4095740    0    0 16276     0 2792 7365 84  4 12  0  0
12  0 16306724 8692064   7476 4140288    0    0 21908   252 2043 6256 86  4 10  0  0
15  0 16306724 8531024   7516 4179072    0    0 19476     0 3714 6683 87  4  9  0  0
16  0 16306724 8431444   7564 4223248    0    0 22164   148 4097 7585 92  5  3  0  0
10  0 16306724 8244340   7624 4275540    0    0 26010     0 1431 5367 89  4  7  0  0
 9  0 16306724 8132744   7688 4340892    0    0 32800     0 1332 5416 77  3 19  2  0
 7  4 16306712 8001524   7772 4408568   14    0 33994   138 1545 5540 66  2 22 10  0
 5  4 16306708 7909748   7832 4469840    0    0 30608     0 1398 4613 45  1 47  7  0
 4  0 16306704 7811156   7892 4521068   14    0 25642   112 1340 4113 36  1 62  1  0
 2  0 16306704 7790768   7908 4539676    0    0  9224     0 1180 3503 17  1 82  0  0
 2  0 16306704 7726144   7928 4556488    0    0  8652     0 1086 3295 21  0 79  0  0
 0  0 16306704 7713044   7948 4568980    0    0  6020   118 1174 3061 10  0 90  0  0
 0  0 16306704 7712424   7948 4568928    0    0     0     0 1009 2597  0  0 100  0  0
 0  0 16306704 7712208   7956 4569140    0    0     0    88 1045 2618  0  0 100  0  0
12  0 16306704 7711292   7964 4569140    0    0    20     0 1114 3742 15  1 85  0  0
11  0 16306704 7591980   7980 4569196    0    0     0   216 10174 10225 85  6  9  0  0
11  0 16306704 7469724   7980 4569208    0    0     0     4 6134 8261 86  6  9  0  0
13  0 16306704 7387016   7980 4569208    0    0     0     0 1823 6205 90  5  6  0  0
12  0 16306704 7346228   7988 4569200    0    0     0   278 1114 5437 94  5  1  0  0
 6  0 16306704 7345484   7988 4569220    0    0     4     0 3177 7469 66  3 31  0  0
10  0 16306704 7287940   7996 4569244    0    0     0   148 6515 12364 62  3 35  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0 16306704 7264132   7996 4569248    0    0     0    22 8436 15048 76  4 21  0  0
11  0 16306704 7086812   7996 4569252    0    0     0     0 6705 10584 87  5  8  0  0
11  0 16306704 6993688   8004 4569252    0    0     0   142 6738 10808 88  5  8  0  0
11  0 16306704 6942724   8004 4569252    0    0     0     0 4055 6505 91  4  5  0  0
 7  0 16306704 6913692   8012 4569248    0    0     0   108 2160 6108 66  2 31  0  0
 4  0 16306704 6862364   8012 4569256    0    0     0     0 1087 4242 46  1 53  0  0
 3  0 16306704 6841944   8012 4569260    0    0     0     0 1050 3534 27  1 72  0  0
 1  0 16306704 6841208   8024 4569252    0    0     2   104 1118 3360 19  0 81  0  0
 0  1 16306704 6840512   8600 4569228    0    0   322     0 1102 2963  3  0 91  5  0
 0  1 16306704 6838452   9584 4569220    0    0   488   292 1164 2939  0  0 91  8  0
 0  0 16306684 6835624  10228 4569132   40    0   362     0 1096 2851  0  0 95  5  0
 0  0 16306684 6835376  10228 4569436    0    0     0     0 1009 2685  0  0 100  0  0
11  0 16306684 6729988  10248 4569448    0    0     0   356 7703 6686 62  3 34  0  0
10  0 16306684 6590488  10248 4569484    0    0     0     0 11681 10532 73  5 22  0  0
 8  0 16306684 6430652  10248 4569484    0    0     0     0 7781 10586 84  4 12  0  0
12  0 16306684 6254448  10264 4571224    0    0     4   582 5237 6090 92  5  3  0  0
15  0 16306684 5935524  10420 4638436    0    0  2712     0 2801 6269 71  3 25  1  0
12  2 16306684 5737240  10524 4718172    0    0 18464 51702 1324 5504 86  3  6  5  0
 4  0 16306684 5527808  10648 4786008    0    0  5010   230 1159 4071 49  2 47  2  0
12  1 16306684 5458828  10724 4852256    0    0 17042     0 1231 4713 64  2 31  2  0
 6  0 16306684 5304236  10788 4895632    0    0 11726 47324 1459 4715 59  2 31  8  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  1 16306684 5171116  10976 5023188    0    0 24032     0 2741 5250 48  2 47  3  0
13  3 16306684 5020352  11052 5070240    0    0  7764 56394 3406 4145 66  2 26  6  0
 3  0 16306684 4819888  11136 5134940    0    0 22554   248 2610 6110 75  3 21  2  0
10  3 16306684 4542968  11184 5180664    0    0 19988 21888 3362 7234 80  5 13  2  0
 3  0 16306680 4304144  11332 5266440    0    0 14686   178 1248 4245 57  2 39  1  0
12  0 16306680 4078320  11440 5353432    0    0 16338     0 3159 6826 71  3 26  0  0
 4  2 16306680 3936280  11532 5421796    0    0  7500 68654 8088 11978 48  2 39 10  0
 6  0 16306680 3774500  11616 5479020    0    0 15252   226 1247 4742 73  3 21  3  0
10  2 16306680 3633912  11696 5536324    0    0 10514 44350 1197 4150 62  2 36  1  0
 6  0 16306680 3520676  11708 5544592    0    0  3906   208 2265 5365 52  2 41  5  0
 5  0 16306680 3398560  11708 5544744    0    0     0     0 6026 4216 50  2 48  0  0
 4  0 16306680 3349100  11804 5595316    0    0    10 11988 1419 3347 21  1 76  2  0
 3  0 16306680 3237872  11804 5595824    0    0     0     0 1037 3474 31  1 68  0  0
 1  1 16306680 3236268  11808 5595820    0    0     0 14154 1091 3046 13  0 86  1  0
 0  0 16306680 3237896  11816 5595820    0    0     0   914 1184 2751  6  0 93  1  0
 0  0 16306680 3237788  11816 5595820    0    0     0     0 1009 2573  0  0 100  0  0
 0  0 16306680 3237688  11824 5595812    0    0     0    76 1019 2688  0  0 100  0  0
 0  0 16306680 3237936  11824 5595820    0    0     0     0 1013 2682  0  0 100  0  0
 0  0 16306680 3237936  11824 5595820    0    0     0     0 1012 2675  0  0 100  0  0
 0  0 16306680 3237820  11832 5595820    0    0     0    52 1016 2686  0  0 100  0  0
12  0 16306680 3603836  11832 5166380    0    0     0     0 2554 7015 71  5 24  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 16306680 3409776  11844 5166244    0    0     0   288 2722 6493 90  5  4  0  0
 6  0 16306680 3317520  11844 5166244    0    0     0     0 2190 5407 93  5  2  0  0
 6  0 16306680 3140696  11852 5166244    0    0     0    82 1357 6646 92  5  2  0  0
20  0 16306680 2970808  11852 5166244    0    0     0     0 2213 6071 89  5  6  0  0
11  0 16306680 2860448  11860 5166240    0    0     0    94 2575 5406 91  5  4  0  0
 5  0 16306680 2833340  11860 5166252    0    0     0     4 1724 6155 93  5  2  0  0
11  0 16306680 2847872  11860 5166368    0    0     0     0 1807 5079 95  4  1  0  0
16  0 16306680 2685036  11872 5166368    0    0     2   150 6589 4928 93  5  2  0  0
10  0 16306680 2682252  11872 5167268    0    0   512     0 2886 5433 87  4  9  0  0
 7  0 16306680 2585896  11880 5167272    0    0     0   144 5324 6837 68  3 29  0  0
 4  0 16306680 2583912  11880 5167288    0    0     0   266 3090 7238 54  2 44  0  0
 7  0 16306680 2482976  11896 5167292    0    0     0   190 6093 10363 37  2 61  0  0
 6  0 16306680 2320420  11924 5192168    0    0 12430     6 7282 12265 37  2 61  0  0
10  0 16306680 2181064  11948 5218976    0    0 13324     0 5565 10174 68  4 28  0  0
10  0 16306680 1933528  11984 5245348    0    0 13198   134 1127 5000 80  3 16  0  0
 8  0 16306680 1904500  12008 5272872    0    0 13772     0 1187 4860 76  2 22  0  0
 7  0 16306680 1877692  12040 5297980    0    0 12558    84 1142 4539 65  2 33  0  0
 2  0 16306000 1875972  12040 5297924 1164    0  1164     6 1237 3825 36  1 61  2  0
 0  0 16306000 1876228  12040 5297992    0    0     0     0 1067 2693  4  0 96  0  0
 0  0 16306000 1876392  12048 5297992    0    0     0   106 1033 2636  0  0 100  0  0
 0  0 16306000 1876300  12048 5297996    0    0     0     2 1037 2679  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 16306000 1876044  12056 5297992    0    0     0    62 1016 2670  0  0 100  0  0
 0  0 16306000 1876168  12056 5298000    0    0     0     4 1013 2679  0  0 100  0  0
 0  0 16306000 1876416  12056 5298000    0    0     0     0 1009 2677  0  0 100  0  0
 0  0 16306000 1876176  12064 5298000    0    0     0    54 1013 2651  0  0 100  0  0
 0  0 16306000 1875804  12064 5298000    0    0     0    10 1013 2684  0  0 100  0  0
 0  0 16306000 1876176  12072 5297992    0    0     0    52 1018 2680  0  0 100  0  0
 0  0 16306000 1876300  12072 5298000    0    0     0   176 1042 2661  0  0 100  0  0
 0  0 16306000 1875952  12072 5298004    0    0     0     0 1011 2688  0  0 100  0  0
 0  0 16306000 1876572  12080 5298004    0    0     0    64 1016 2676  0  0 100  0  0
13  0 16306000 1828044  12080 5298060    0    0     0     6 4453 7033 46  2 52  0  0
11  0 16305996 1760464  12088 5298080   16    0    16   150 11486 12635 80  5 15  0  0
12  0 16305996 1663364  12088 5298088    0    0     0     0 1712 5747 88  4  8  0  0
19  0 16305996 1400236  12120 5323772    0    0     0     0 1025 4904 89  4  7  0  0
12  1 16305996 1232340  12300 5399600    0    0    22 13010 1138 4931 94  4  2  0  0
 4  0 16305996 1073108  12420 5471380    0    0    18     0 1172 4713 95  3  2  0  0
12  2 16305996 933384  12436 5483340    0    0     0 38696 1787 5773 86  3 10  1  0
14  0 16305996 864420  12488 5504148    0    0  5770 40770 3206 7284 77  3 13  6  0
13  0 16305996 671016  12544 5549424    0    0 16530     0 1156 7433 93  5  2  0  0
 3  0 16305996 484844  12644 5608936    0    0  3022 19710 5291 3726 52  2 45  1  0
 2  0 16305996 396828  12788 5691872    0    0    22     0 1937 3093 23  1 76  0  0
11  3 16305996 248660  12820 5721848    0    0 14222 39146 2147 5140 88  4  7  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 16306392 157112  10280 5699016    0  198  6154 22278 2273 5945 71  6 21  2  0
17  5 16318456 151004  10308 5702420    0 6032   520  6032 2791 4768 25  3 50 22  0
10  1 16318456 156880  10308 5617956    0  132  6982 16228 1371 5232 47 39 12  2  0
15  2 16318456 151024  10240 5605476    0    0  7824    26 1087 3293 33 51 13  3  0
11  2 16318456 151712  10248 5580652    0    2     0   758 1070 2462  1 94  2  3  0
 0 18 16318456 151532  10216 5566340    0 3146     0  3158 1489 2438  1 44 21 34  0
11  0 16318456 150900  10216 5557952    0 2118     0  2160 1547 4765 13 19 48 20  0
19  2 16318456 150972  10220 5548684    0    0     0   110 1064 8008 29 62  8  2  0
15  2 16318456 150968  10220 5525904    0    2    64    14 1112 2714  0 92  6  1  0
 9  0 16318456 177972  10072 5482548    0   18  5064    48 2875 9841 49 30 19  2  0
 6  1 16318456 159112   7780 5398816    0    0  6094   852 7830 11535 49  6 44  1  0
11  0 16318456 152128   7712 5334792    0    0 17584     0 1262 4435 44  4 49  3  0
 5  0 16318456 161376   7568 5290924    0    0 15044   734 1142 4002 42  4 53  1  0
 2  0 16318456 159712   7388 5176368    0    0 13506     0 1198 3482 30  7 63  0  0
 2  0 16318456 162856   7376 5171428    0    0 15682     0 1143 3252 17  1 83  0  0
 0  0 16318452 159432   7384 5174164   16    0  1424 13118 1105 2834  6  0 93  1  0
 0  0 16318452 159272   7404 5174584    0    0   264     0 1044 2714  0  0 99  0  0
 0  0 16318452 159156   7412 5174632    0    0     0    62 1017 2675  0  0 100  0  0
 0  0 16318452 159404   7412 5174644    0    0     0     0 1020 2713  0  0 100  0  0
 0  0 16318452 159404   7412 5174984    0    0     0     0 1016 2677  0  0 100  0  0
 0  0 16318452 158832   7420 5174976    0    0     0    50 1019 2637  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 16318452 158708   7420 5174984    0    0     0     0 1015 2594  0  0 100  0  0
 0  0 16318452 159096   7428 5174976    0    0     0    46 1018 2628  0  0 100  0  0
 2  0 16318452 158832   7536 5175324    0    0   218     0 1035 2825  0  0 98  1  0
 0  0 16318452 158228   7536 5175328    0    0     0   108 1036 2702  0  0 100  0  0
 0  0 16318452 158848   7544 5175320    0    0     0    76 1019 2708  0  0 99  0  0
10  0 16318452 438224   7752 4899012    0    0 10188    96 1317 4806 23  1 65 11  0
10  1 16318452 224340   7820 4947008    0    0 24046   270 4471 9345 75  5 15  6  0
13  2 16318452 158972   7848 4910532    0    0 27464     0 2267 6879 84  8  5  2  0
12  0 16318452 150952   7888 4722388    0    0 26218   152 1206 4966 76 17  5  2  0
 8  3 16318452 156896   7832 4627764    0    0 24900     0 1208 4957 85  9  4  2  0
 4  4 16318452 158144   7420 4560060    0    0 33192     0 1434 4751 41  6 45  8  0
10  0 16318452 163660   7392 4467924    0    0 26694   124 3632 4945 53  9 27 11  0
10  2 16318452 159748   7420 4446052    0    0 26334     0 8942 6973 60  3 28  9  0
12  0 16318444 155124   7420 4289692   30    0 24154   134 4345 7659 75 13  7  4  0
14  4 16318444 159932   7264 4065600    0    0 22184     0 5466 5091 77 17  5  2  0
11  4 16318456 160596   5828 4009920    0  168 26254   168 3980 5214 88  7  4  1  0
10  3 16318456 158292   5892 3993916    0  334 27356   450 5288 5197 83  4  7  6  0
14  3 16318456 162648   5892 3881260    0    0 24402     0 4417 5475 77 10  9  4  0
 8  1 16318456 160112   5904 3818160    0    0 23462   114 3894 5130 75  5 15  5  0
 5  0 16318456 159388   5960 3806276    0    0 21320     0 3060 4859 49  2 44  5  0
 3  0 16318456 161116   5984 3803636    0    0 15864   280 3459 4782 29  1 68  1  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 16318456 158356   6024 3806144    0    0  1168   110 3860 4424 11  1 87  1  0
 0  0 16318456 159868   6024 3806240    0    0     0     0 2809 2694  0  0 100  0  0
 0  0 16318456 159512   6032 3806232    0    0     0    76 1024 2691  0  0 100  0  0
 0  0 16318456 160148   6032 3806240    0    0     0     0 1012 2668  0  0 100  0  0
 4  0 16318456 160940   6052 3805828    0    0  8338    40 3471 6074 18  1 80  1  0
10  0 16318456 157976   6072 3808872    0    0  7136    80 1089 3579 25  1 74  0  0
 3  0 16318456 161272   6036 3764684    0    0   324     0 1046 3523 27  1 72  0  0
11  0 16318456 156652   6032 3762092    0    0     0     0 1017 3435 27  1 73  0  0
 0  0 16318456 160396   5948 3648596    0    0     0    60 2051 3089 16  2 82  0  0
 0  0 16318456 160404   5948 3648596    0    0     0     0 1156 2680  0  0 100  0  0
 0  0 16318456 160668   5956 3648592    0    0     0    62 1046 2683  0  0 100  0  0
 0  0 16318456 159760   5956 3648604    0    0     2     0 1020 2794  0  0 100  0  0
 0  0 16318456 160132   5956 3648604    0    0     0     0 1016 2684  0  0 100  0  0
 0  0 16318456 160140   5964 3648596    0    0     0    76 1018 2600  0  0 100  0  0
 0  0 16318456 160536   5964 3648604    0    0     0     0 1008 2619  0  0 100  0  0
 0  0 16318456 160436   5972 3648540    0    0     0    50 1020 2618  0  0 100  0  0
 1  0 16318456 160436   5972 3648548    0    0     0     0 1063 2706  0  0 100  0  0
 0  0 16318456 160832   5972 3648548    0    0     0    96 1035 2694  0  0 100  0  0
 0  0 16318456 160708   5980 3648544    0    0     0    70 1016 2702  0  0 100  0  0
 7  0 16318456 159332   5984 3648600    0    0     0     6 1283 4026 18  1 82  0  0
10  0 16318456 158380   5940 3580124    0    0  4358   146 10976 14843 61  5 34  0  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0 16318456 229868   5952 3600912    0    0 13708     0 5228 9577 80  4 16  0  0
12  2 16318456 160584   3736 3418048    0    0 22580   164 2791 7702 87  5  8  0  0
 5 20 16318456 151904   3684 3272224    0 1706 17624  8366 1373 4368 69  7  5 19  0
 0 18 16318456 152388   3724 3277092    0 2684  1352  3242 1513 6123 25  1 37 37  0
 1 19 16318456 152644   3732 3281596    0 2480   618  4450 1530 2761  1  0 71 28  0
 1 28 16318456 151240   3744 3286480    0 1732  1176 11766 1397 2829  8  0 44 48  0
 0 25 16318456 159824   3756 3287348    0 4712   512  4850 1724 2415  0  0 49 51  0
 0 20 16318456 150828   3760 3287656   24 2392   448  5394 1507 2440  1  0 50 48  0
 9  5 16318428 159052   3804 3197764   84 1048  9430  1194 1521 3733 47 14 14 25  0
 1  0 16318448 158592   3640 3194248   10   76 17214 21746 9136 3980 44  3 47  6  0
11  5 16318448 157312   3744 3125372   16    8 22306    34 5787 3894 63  4 29  4  0
 4  5 16318456 159752   3732 2946112   52   22 34058  6894 10117 6607 47 11 24 18  0
 3 12 16318456 152244   3768 2923604    0    8 21540 13974 6645 3750 18 20 44 18  0
 2  6 16318384 177368   3892 2969164  132    2 31010     2 7461 6546 21  2 59 18  0
18  4 16318456 151108   3916 2957668   32   78 24248  1412 3100 3867 15 42 36  7  0
25  1 16318456 617332   3888 2478028   16    8   340  1648 3324 5958  0 99  0  1  0
 7  6 16318180 1431524   3928 1624136  788    4 28544    80 7301 5260 34  5 46 14  0
 8  3 16318164 1162912   4036 1726000    0    0 38340     0 7261 4296 43  2 38 17  0
 2  8 16318024 1110076   4160 1777260  210    0 25130 13628 3295 3865 25  1 49 26  0
10  0 16318008 1055440   4244 1831208    8    0 26536     0 1288 3951 28  1 51 20  0
 4  2 16317760 891904   4304 1873712  376    0 20840  1494 1253 3885 33  1 58  8  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  4 16317732 845408   4368 1920464   46    0 22000     0 1236 3723 23  1 72  5  0
 3  1 16317708 738696   4416 1963256   46    0 20006     0 1208 3798 29  1 67  3  0
 2  1 16317680 716140   4468 1985488   16    0  9518  3152 1150 3206  9  0 90  1  0
 2  0 16317548 693504   4636 2005796  220    0  9386  2620 1164 3334  8  0 89  3  0
 2  0 16317504 671696   4660 2028744   64    0  9484     0 1104 3149  8  0 91  0  0
 3  1 16317488 649696   4680 2050168   32    0  9512     0 1097 3161  8  0 91  0  0
 1  0 16317468 586236   4688 2051676   16    0   324  3800 1077 2811 11  0 88  0  0
 3 12 16317396 600296   4804 2034348  158    0  4588     0 1872 3738  5  0 85 10  0
 4 11 16317256 586380   4848 2026420  174    0 25600     0 3137 5225 14  1 60 25  0
 3 12 16317224 491540   4908 2097064   10    0 34722   236 1746 4176 18  1 63 18  0
 2 11 16317144 367288   4960 2173360   62    0 38336     0 1289 3639 25  1 65 10  0
 2 10 16317128 287580   5020 2252388    0    0 39500   158 1472 4190 24  1 46 30  0
17 11 16318452 151100   5044 2297400   32  674 27328   722 1337 3565 21 35 34 10  0
 4 13 16318456 154452   5056 2261292    0    4 27924   508 2444 3824 24 41 20 14  0
 3 11 16318448 169576   5092 2248380   28    6 37938   108 1401 4306 24  2 48 26  0
 3 11 16318456 162276   5096 2214852   48   18 40776   118 3575 4085 37  9 39 15  0
 5 11 16318456 158696   4888 2165396   16    8 41576   118 3441 4276 33  2 49 16  0
 3 10 16318456 157140   4916 2165336    0    8 39002     8 7223 4321 30  2 45 23  0
 6  9 16318456 157112   4892 2130616   32   10 41604    10 1537 4214 30  1 47 22  0
 5 10 16318456 157788   4520 2129232   16    8 37294   118 6886 5189 34  2 40 24  0
