 S0C    S1C    S0U    S1U      EC       EU        OC         OU       PC     PU    YGC     YGCT    FGC    FGCT     GCT   
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 3700.8      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 346034.2 15379136.0    0.0     21248.0 14923.5      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 3691452.1 15379136.0    0.0     29888.0 29273.8      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5537159.1 15379136.0    0.0     40256.0 39813.9      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0   90920.1 5767232.0 1184058.4 15379136.0    0.0     48128.0 47977.0      1    0.059   0      0.000    0.059
961152.0 961152.0  0.0   90920.1 5767232.0 3417528.2 15379136.0    0.0     48128.0 48003.0      1    0.059   0      0.000    0.059
961152.0 961152.0  0.0   90920.1 5767232.0 5417617.8 15379136.0    0.0     48128.0 48004.8      1    0.059   0      0.000    0.059
961152.0 961152.0 110992.6  0.0   5767232.0 1814201.9 15379136.0    0.0     48128.0 48027.0      2    0.120   0      0.000    0.120
961152.0 961152.0 110992.6  0.0   5767232.0 3667052.2 15379136.0    0.0     48128.0 48041.1      2    0.120   0      0.000    0.120
961152.0 961152.0 110992.6  0.0   5767232.0 5709489.7 15379136.0    0.0     48128.0 48042.4      2    0.120   0      0.000    0.120
961152.0 961152.0  0.0   167273.2 5767232.0 2270123.6 15379136.0    0.0     48128.0 48123.6      3    0.212   0      0.000    0.212
961152.0 961152.0  0.0   167273.2 5767232.0 4680748.2 15379136.0    0.0     48320.0 48139.1      3    0.212   0      0.000    0.212
961152.0 961152.0 214687.2  0.0   5767232.0 1164489.1 15379136.0    0.0     48320.0 48139.1      4    0.346   0      0.000    0.346
961152.0 961152.0 214687.2  0.0   5767232.0 3535352.9 15379136.0    0.0     48320.0 48140.0      4    0.346   0      0.000    0.346
961152.0 961152.0 214687.2  0.0   5767232.0 5756181.8 15379136.0    0.0     48320.0 48141.6      4    0.346   0      0.000    0.346
308416.0 961152.0  0.0   276393.2 5767232.0 2360253.7 15379136.0    0.0     48320.0 48144.6      5    0.502   0      0.000    0.502
308416.0 961152.0  0.0   276393.2 5767232.0 4429408.5 15379136.0    0.0     48320.0 48146.7      5    0.502   0      0.000    0.502
308416.0 371968.0 308415.2  0.0   6945600.0 830170.5 15379136.0  15136.0   48320.0 48147.3      6    0.698   0      0.000    0.698
308416.0 371968.0 308415.2  0.0   6945600.0 2984413.0 15379136.0  15136.0   48320.0 48147.7      6    0.698   0      0.000    0.698
308416.0 371968.0 308415.2  0.0   6945600.0 5104146.5 15379136.0  15136.0   48320.0 48149.3      6    0.698   0      0.000    0.698
395008.0 291200.0  0.0   291168.2 6945600.0 543595.6 15379136.0  107950.4  48320.0 48152.1      7    0.917   0      0.000    0.917
395008.0 291200.0  0.0   291168.2 6945600.0 2997912.0 15379136.0  107950.4  48320.0 48153.6      7    0.917   0      0.000    0.917
395008.0 291200.0  0.0   291168.2 6945600.0 5416718.1 15379136.0  107950.4  48320.0 48211.8      7    0.917   0      0.000    0.917
395008.0 408704.0 291797.5  0.0   6872128.0 1345502.0 15379136.0  188318.4  48320.0 48250.9      8    1.186   0      0.000    1.186
395008.0 408704.0 291797.5  0.0   6872128.0 5379651.8 15379136.0  188318.4  48320.0 48281.4      8    1.186   0      0.000    1.186
398720.0 408704.0  0.0   246291.7 6872128.0 3762819.5 15379136.0  277222.4  48320.0 48285.7      9    1.420   0      0.000    1.420
398720.0 405120.0 81081.2  0.0   6879296.0 3339501.7 15379136.0  476348.1  48512.0 48336.4     10    1.637   0      0.000    1.637
412800.0 47104.0  0.0   47065.5 6879296.0 5198817.4 15379136.0  557462.2  48512.0 48337.3     11    1.760   0      0.000    1.760
419392.0 30144.0  0.0   30137.6 6851520.0 1395922.7 15379136.0  634418.6  48512.0 48338.1     13    1.952   0      0.000    1.952
419392.0 418368.0 14752.1  0.0   6851776.0 4713708.5 15379136.0  662396.2  48512.0 48342.8     14    2.018   0      0.000    2.018
412288.0 418368.0 8128.0 21923.6 6851776.0 6851776.0 15379136.0  695125.5  48512.0 48343.8     16    2.067   0      0.000    2.067
393536.0 405440.0  0.0   24736.0 6871808.0 2309142.4 15379136.0  705901.5  48512.0 48343.8     17    2.256   0      0.000    2.256
393536.0 382400.0 11648.0  0.0   6913600.0 3349989.6 15379136.0  726437.5  48512.0 48349.8     18    2.317   0      0.000    2.317
365824.0 382400.0  0.0   34324.6 6913600.0 1404448.7 15379136.0  737949.5  48512.0 48350.9     19    2.409   0      0.000    2.409
365824.0 382400.0  0.0   34324.6 6913600.0 4776938.6 15379136.0  737949.5  48512.0 48350.9     19    2.409   0      0.000    2.409
365824.0 352832.0 12203.7  0.0   6970880.0 274481.4 15379136.0  766663.8  48512.0 48351.3     20    2.466   0      0.000    2.466
365824.0 352832.0 12203.7  0.0   6970880.0 1021051.3 15379136.0  766663.8  48512.0 48354.4     20    2.466   0      0.000    2.466
365824.0 352832.0 12203.7  0.0   6970880.0 1021066.7 15379136.0  766663.8  48512.0 48355.2     20    2.466   0      0.000    2.466
365824.0 352832.0 12203.7  0.0   6970880.0 1021085.0 15379136.0  766663.8  48512.0 48355.5     20    2.466   0      0.000    2.466
365824.0 352832.0 12203.7  0.0   6970880.0 1021101.9 15379136.0  766663.8  48512.0 48358.4     20    2.466   0      0.000    2.466
365824.0 352832.0 12203.7  0.0   6970880.0 1026965.1 15379136.0  766663.8  48512.0 48359.6     20    2.466   0      0.000    2.466
365824.0 352832.0 12203.7  0.0   6970880.0 4418126.5 15379136.0  766663.8  49088.0 49033.2     20    2.466   0      0.000    2.466
398976.0 283520.0  0.0   283479.0 6970880.0 3915839.9 15379136.0  773125.7  49088.0 49083.5     21    2.527   0      0.000    2.527
398976.0 420288.0 243054.1  0.0   6848960.0 3785332.2 15379136.0  876258.6  49280.0 49143.5     22    2.593   0      0.000    2.593
400256.0 420288.0  0.0   61512.7 6848960.0 5209340.5 15379136.0 1057639.9  49280.0 49145.0     23    2.646   0      0.000    2.646
400256.0 391040.0 288.0   0.0   6898240.0 4553651.0 15379136.0 1139154.6  49280.0 49159.2     24    2.672   0      0.000    2.672
405952.0 221184.0  0.0   221130.8 6898240.0 275048.4 15379136.0 1139230.7  49280.0 49160.4     25    2.716   0      0.000    2.716
405952.0 221184.0  0.0   221130.8 6898240.0 2627585.3 15379136.0 1139230.7  49280.0 49161.3     25    2.716   0      0.000    2.716
405952.0 221184.0  0.0   221130.8 6898240.0 4999283.7 15379136.0 1139230.7  49280.0 49161.8     25    2.716   0      0.000    2.716
405952.0 385920.0 61330.8  0.0   6897664.0 705933.8 15379136.0 1360131.4  49280.0 49161.8     26    2.782   0      0.000    2.782
405952.0 385920.0 61330.8  0.0   6897664.0 3253689.4 15379136.0 1360131.4  49280.0 49163.1     26    2.782   0      0.000    2.782
405952.0 385920.0 61330.8  0.0   6897664.0 5882742.1 15379136.0 1360131.4  49280.0 49164.1     26    2.782   0      0.000    2.782
376768.0 385920.0  0.0   352.0  6897664.0 1611177.8 15379136.0 1421250.4  49280.0 49164.9     27    2.806   0      0.000    2.806
376768.0 385920.0  0.0   352.0  6897664.0 4006730.0 15379136.0 1421250.4  49280.0 49164.9     27    2.806   0      0.000    2.806
376768.0 385920.0  0.0   352.0  6897664.0 6352996.4 15379136.0 1421250.4  49280.0 49167.8     27    2.806   0      0.000    2.806
376768.0 365632.0 320.0   0.0   6947136.0 1805167.1 15379136.0 1421298.4  49280.0 49170.2     28    2.826   0      0.000    2.826
376768.0 365632.0 320.0   0.0   6947136.0 4118902.3 15379136.0 1421298.4  49280.0 49170.5     28    2.826   0      0.000    2.826
376768.0 365632.0 320.0   0.0   6947136.0 6463611.7 15379136.0 1421298.4  49280.0 49172.4     28    2.826   0      0.000    2.826
352960.0 365632.0  0.0   352.0  6947136.0 1971565.8 15379136.0 1421346.4  49280.0 49172.4     29    2.840   0      0.000    2.840
352960.0 365632.0  0.0   352.0  6947136.0 4640194.0 15379136.0 1421346.4  49280.0 49172.7     29    2.840   0      0.000    2.840
352960.0 339136.0 288.0   0.0   6997440.0 441345.1 15379136.0 1421394.4  49280.0 49172.9     30    2.855   0      0.000    2.855
352960.0 339136.0 288.0   0.0   6997440.0 2884217.6 15379136.0 1421394.4  49280.0 49172.9     30    2.855   0      0.000    2.855
352960.0 339136.0 288.0   0.0   6997440.0 5296076.1 15379136.0 1421394.4  49280.0 49173.4     30    2.855   0      0.000    2.855
324608.0 339136.0  0.0   320.0  6997440.0 830952.0 15379136.0 1421434.4  49280.0 49180.7     31    2.869   0      0.000    2.869
324608.0 339136.0  0.0   320.0  6997440.0 3307793.0 15379136.0 1421434.4  49280.0 49183.7     31    2.869   0      0.000    2.869
324608.0 339136.0  0.0   320.0  6997440.0 5222884.0 15379136.0 1421434.4  49280.0 49184.0     31    2.869   0      0.000    2.869
324608.0 339136.0  0.0   320.0  6997440.0 5977303.4 15379136.0 1421434.4  49280.0 49184.6     31    2.869   0      0.000    2.869
324608.0 339136.0  0.0   320.0  6997440.0 6500249.4 15379136.0 1421434.4  49472.0 49336.1     31    2.869   0      0.000    2.869
324608.0 328768.0 146270.6  0.0   7032000.0 905975.7 15379136.0 1421474.4  49472.0 49337.1     32    2.900   0      0.000    2.900
324608.0 328768.0 146270.6  0.0   7032000.0 1465186.4 15379136.0 1421474.4  49472.0 49338.5     32    2.900   0      0.000    2.900
324608.0 328768.0 146270.6  0.0   7032000.0 6908605.8 15379136.0 1421474.4  49664.0 49515.4     32    2.900   0      0.000    2.900
367744.0 349312.0 115489.5  0.0   6972480.0 531771.7 15379136.0 1667242.9  49664.0 49517.4     34    3.060   0      0.000    3.060
329280.0 349312.0  0.0   59890.5 6972480.0 3473220.1 15379136.0 1775276.3  49664.0 49517.5     35    3.136   0      0.000    3.136
329280.0 314944.0 32704.1  0.0   7045312.0 5433320.9 15379136.0 1833518.8  49664.0 49517.8     36    3.204   0      0.000    3.204
291904.0 314944.0  96.0  83560.7 7045312.0 7045312.0 15379136.0 1885411.2  49664.0 49518.0     38    3.285   0      0.000    3.285
266240.0 279296.0  0.0   37856.0 7118336.0 3829685.2 15379136.0 1982599.6  49664.0 49518.0     39    3.552   0      0.000    3.552
266240.0 253440.0 37856.0  0.0   7169856.0 5638146.0 15379136.0 2020327.6  49664.0 49518.0     40    3.633   0      0.000    3.633
242240.0 253440.0 17248.0 29824.0 7169856.0 7169856.0 15379136.0 2059935.7  49664.0 49518.0     42    3.781   0      0.000    3.781
214912.0 228928.0  0.0   50400.0 7218368.0 5550253.2 15379136.0 2129815.7  49664.0 49518.2     43    4.178   0      0.000    4.178
214912.0 206080.0 25984.0 30848.0 7268544.0 7268544.0 15379136.0 2181935.8  49664.0 49518.2     45    4.317   0      0.000    4.317
192896.0 180288.0 53840.0  0.0   7316352.0 343958.7 15379136.0 2256551.8  49664.0 49521.0     46    4.840   0      0.000    4.840
176256.0 180288.0  0.0   80231.2 7316352.0 1216944.8 15379136.0 2310221.6  49664.0 49523.5     47    5.003   0      0.000    5.003
176256.0 165888.0 53175.5  0.0   7347392.0 2445663.7 15379136.0 2389796.8  49664.0 49525.8     48    5.122   0      0.000    5.122
164608.0 165888.0  0.0   84881.0 7347392.0 639604.8 15379136.0 2441524.3  49664.0 49526.4     49    5.223   0      0.000    5.223
164608.0 165888.0  0.0   84881.0 7347392.0 5384644.1 15379136.0 2441524.3  49664.0 49526.9     49    5.223   0      0.000    5.223
164608.0 183232.0 140180.7  0.0   7323072.0 3099012.0 15379136.0 2541413.4  49664.0 49527.5     50    5.344   0      0.000    5.344
174464.0 183232.0  0.0   76750.3 7323072.0 3559972.3 15379136.0 2677414.2  49664.0 49527.5     51    5.455   0      0.000    5.455
174464.0 169216.0 40448.1  0.0   7345856.0 3754721.0 15379136.0 2752016.5  49664.0 49527.8     52    5.588   0      0.000    5.588
163008.0 169216.0  0.0   44058.3 7345856.0 3062554.4 15379136.0 2790368.5  49664.0 49527.8     53    5.683   0      0.000    5.683
163008.0 156608.0 45306.7  0.0   7369920.0 787332.3 15379136.0 2834338.9  49664.0 49527.8     54    5.776   0      0.000    5.776
163008.0 156608.0 45306.7  0.0   7369920.0 5071503.0 15379136.0 2834338.9  49664.0 49612.6     54    5.776   0      0.000    5.776
149440.0 156608.0  0.0   50688.0 7369920.0 1790723.0 15379136.0 2871325.5  49664.0 49612.6     55    5.887   0      0.000    5.887
149440.0 156608.0  0.0   50688.0 7369920.0 5547931.3 15379136.0 2871325.5  49664.0 49612.6     55    5.887   0      0.000    5.887
149440.0 156608.0  0.0   50688.0 7369920.0 5548014.1 15379136.0 2871325.5  49664.0 49612.6     55    5.887   0      0.000    5.887
149440.0 156608.0  0.0   50688.0 7369920.0 5548117.2 15379136.0 2871325.5  49664.0 49613.0     55    5.887   0      0.000    5.887
149440.0 156608.0  0.0   50688.0 7369920.0 5548136.2 15379136.0 2871325.5  49664.0 49613.0     55    5.887   0      0.000    5.887
149440.0 156608.0  0.0   50688.0 7369920.0 5548159.0 15379136.0 2871325.5  49664.0 49613.0     55    5.887   0      0.000    5.887
149440.0 253632.0 149412.2  0.0   7182272.0 1086316.8 15379136.0 3089125.6  49856.0 49685.3     56    6.029   0      0.000    6.029
149440.0 253632.0 149412.2  0.0   7182272.0 6379962.2 15379136.0 3089125.6  49856.0 49686.1     56    6.029   0      0.000    6.029
265664.0 241600.0  0.0   241552.4 7182272.0 5798700.7 15379136.0 3140199.6  49856.0 49689.8     57    6.120   0      0.000    6.120
289664.0 320.0   0.0   320.0  7112512.0 180736.5 15379136.0 3431847.2  49856.0 49690.0     59    6.236   0      0.000    6.236
289664.0 271616.0 102617.7  0.0   7128256.0 2577100.1 15379136.0 3431903.2  49856.0 49690.0     60    6.271   0      0.000    6.271
262976.0 271616.0  0.0   50523.8 7128256.0 4236789.3 15379136.0 3534288.9  49856.0 49690.3     61    6.320   0      0.000    6.320
262976.0 258944.0 20640.0  0.0   7167616.0 5796872.3 15379136.0 3534802.7  49856.0 49690.9     62    6.344   0      0.000    6.344
243840.0 258944.0  0.0   76555.3 7167616.0 7019548.1 15379136.0 3555154.6  49856.0 49691.4     63    6.380   0      0.000    6.380
232192.0 235264.0  0.0   20893.0 7210432.0 1958810.6 15379136.0 3737423.4  49856.0 49691.9     65    6.475   0      0.000    6.475
232192.0 224064.0 41491.6  0.0   7233280.0 3817298.9 15379136.0 3758128.5  49856.0 49692.7     66    6.504   0      0.000    6.504
222592.0 224064.0  0.0   352.0  7233280.0 4910169.9 15379136.0 3799348.0  49856.0 49692.7     67    6.533   0      0.000    6.533
222592.0 212288.0 41399.2  0.0   7254656.0 6044396.6 15379136.0 3799404.0  49856.0 49767.6     68    6.561   0      0.000    6.561
200512.0 212288.0  0.0   51346.1 7254656.0 5609597.0 15379136.0 3840571.2  49856.0 49767.7     69    6.595   0      0.000    6.595
200512.0 189504.0 51115.8  0.0   7299520.0 1908465.1 15379136.0 3891613.4  49856.0 49767.7     70    6.636   0      0.000    6.636
200512.0 189504.0 51115.8  0.0   7299520.0 4652314.4 15379136.0 3891613.4  49856.0 49767.7     70    6.636   0      0.000    6.636
200512.0 189504.0 51115.8  0.0   7299520.0 6714536.3 15379136.0 3891613.4  49856.0 49768.3     70    6.636   0      0.000    6.636
200512.0 189504.0 51115.8  0.0   7299520.0 6781285.0 15379136.0 3891613.4  49856.0 49768.7     70    6.636   0      0.000    6.636
200512.0 189504.0 51115.8  0.0   7299520.0 6781338.7 15379136.0 3891613.4  49856.0 49768.7     70    6.636   0      0.000    6.636
178944.0 189504.0  0.0   52576.5 7299520.0   0.0    15379136.0 3917075.3  49856.0 49792.8     72    6.675   0      0.000    6.675
178944.0 178048.0 128.0   0.0   7332544.0 4854334.2 15379136.0 3969458.1  49856.0 49793.3     72    6.703   0      0.000    6.703
178944.0 178048.0  0.0   178021.4 7332544.0 2977546.5 15379136.0 4368188.5  49856.0 49795.0     73    6.864   0      0.000    6.864
178944.0 454656.0 178927.2  0.0   6780224.0 3462491.9 15379136.0 4625812.1  49856.0 49795.2     74    7.010   0      0.000    7.010
427776.0 454656.0  0.0   115503.3 6780224.0 5368961.5 15379136.0 4815625.7  49856.0 49795.6     75    7.156   0      0.000    7.156
427776.0 399680.0 134300.4 68423.1 6862080.0 6862080.0 15379136.0 5052526.3  49856.0 49798.4     77    7.307   0      0.000    7.307
384704.0 372096.0 166068.9  0.0   6932736.0 260373.2 15379136.0 5126408.0  49856.0 49799.0     78    7.848   0      0.000    7.848
348544.0 372096.0  0.0   134689.0 6932736.0 1391741.1 15379136.0 5314207.0  49856.0 49802.2     79    8.098   0      0.000    8.098
348544.0 332096.0 106351.4  0.0   7008896.0 3288536.3 15379136.0 5423573.3  49856.0 49808.1     80    8.252   0      0.000    8.252
318784.0 321600.0  96.0   0.0   7046336.0 4024144.7 15379136.0 5644305.4  49856.0 49810.7     82    8.512   0      0.000    8.512
331712.0 198656.0  0.0   198615.2 7046336.0 5118356.5 15379136.0 5644361.4  49856.0 49812.9     83    8.645   0      0.000    8.645
331712.0 314176.0 104813.0  0.0   7043648.0 6369665.2 15379136.0 5787093.2  49856.0 49813.5     84    8.815   0      0.000    8.815
295296.0 314176.0  0.0   122864.5 7043648.0 3453205.1 15379136.0 5890322.3  50048.0 49878.0     85    8.994   0      0.000    8.994
295296.0 298688.0 178058.0  0.0   7092160.0 2806893.9 15379136.0 6009746.9  50048.0 49953.6     86    9.188   0      0.000    9.188
291456.0 298688.0  0.0   154379.4 7092160.0 3772327.4 15379136.0 6183882.4  50048.0 49957.0     87    9.407   0      0.000    9.407
291456.0 283648.0 81524.9  0.0   7114432.0 4876042.9 15379136.0 6331544.3  50048.0 49957.3     88    9.655   0      0.000    9.655
272512.0 278400.0 128.0   0.0   7132736.0 2401891.7 15379136.0 6502950.1  50048.0 49957.5     90    9.990   0      0.000    9.990
