procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  1   8160 9856160   8528 5807440    0    0  8202 70410 4535 3526 51  2 42  5  0
12  0   8160 9747404   8552 5827920    0    0  8586     0 3917 3129 87  4  8  2  0
 3  0   8160 9542796   8656 5913904    0    0 11532     0 2868 2281 59  2 38  0  0
 9  0   8160 9439612   8848 5955352    0    0  9256     0 3375 2474 65  2 30  2  0
 6  0   8160 9275072   8872 5979944    0    0 10250    10 3545 2711 67  3 31  0  0
 6  0   8160 9112504   8904 6005244    0    0  1408     0 2862 2466 57  2 41  0  0
 6  0   8160 9001532   8904 6005248    0    0     0     0 2865 2489 53  1 46  0  0
 3  3   8160 8907796   8908 6005248    0    0     0 59174 2386 2112 39  1 57  4  0
 1  0   8160 8914268   8924 6000940    0    0     0 24982 1576 1698 18  1 75  6  0
 1  0   8160 8913812   8924 6000944    0    0     0   336 1210 1326  9  0 91  0  0
 0  0   8160 8913704   8928 6000924    0    0     0     0  797 1022  2  0 97  0  0
 0  0   8160 8914288   8928 6000912    0    0     0     0  721  995  0  0 100  0  0
 0  0   8160 8914916   8928 6000876    0    0     0     0  667  951  0  0 100  0  0
 0  0   8160 8915164   8928 6000864    0    0     0     0  662  950  0  0 100  0  0
 0  0   8160 8915792   8928 6000832    0    0     0     8  710  975  0  0 100  0  0
 0  0   8160 8915668   8936 6000808    0    0     0    52  648  943  0  0 100  0  0
 0  0   8160 9252276   8936 5664228    0    0     0     0  649 1010  0  0 100  0  0
13  0   8160 9165848   8940 5664496    0    0     0     0 10891 7741 83  5 12  0  0
11  0   8160 9092332   8940 5664440    0    0     0     0 8625 5527 84  6 10  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0   8160 8948096   8940 5664296    0    0     0     8 4934 3683 86  5  9  0  0
12  0   8160 8861876   8940 5664068    0    0     0     0 4863 4373 89  6  6  0  0
13  0   8160 8792552   8940 5663984    0    0     0     0 3850 3111 91  5  4  0  0
 9  0   8160 8665324   8940 5663848    0    0     0    10 3982 3060 90  5  5  0  0
15  0   8160 8595752   8952 5663860    0    0     0   160 9956 6889 84  6 11  0  0
14  0   8160 8566180   8952 5663832    0    0     0    10 6131 3190 93  5  2  0  0
13  0   8160 8389916   8952 5664200    0    0   256     0 4943 2952 92  5  3  0  0
12  0   8160 8389012   8952 5664316    0    0     0     0 4358 3053 94  5  1  0  0
14  0   8160 8313268   8952 5664292    0    0     0     8 4461 3042 94  5  1  0  0
14  0   8160 8293180   8952 5664264    0    0     0     0 7937 3581 92  6  2  0  0
12  0   8160 8271152   8952 5664308    0    0     0     0 5797 3485 91  5  4  0  0
12  0   8160 8207420   8952 5664284    0    0     0     0 12731 7152 87  6  7  0  0
10  0   8160 8024908   8960 5664276    0    0     0    82 7198 4235 85  5 10  0  0
12  0   8160 7994480   8964 5664344    0    0    42    82 8771 5312 74  4 22  0  0
 5  0   8160 7943120   8964 5664344    0    0     0     0 5692 2760 69  3 28  0  0
 4  0   8160 7944400   8964 5664336    0    0     0     0 1897 1928 30  1 70  0  0
 3  0   8160 7918984   8964 5664328    0    0     0     0 1707 1691 27  0 73  0  0
 1  0   8160 7921252   8964 5664324    0    0     0     0 1335 1478 16  0 84  0  0
 0  0   8160 7920540   8964 5664316    0    0     0    18  820 1047  3  0 97  0  0
 0  0   8160 7921052   8964 5664312    0    0     0     0  672  938  0  0 100  0  0
 0  0   8160 7921448   8972 5664308    0    0     0    62  663  979  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   8160 7922316   8972 5664308    0    0     0     0  632  934  0  0 100  0  0
 0  0   8160 7921828   8972 5664300    0    0     0     0  676  965  0  0 100  0  0
 0  0   8160 7922092   8972 5664304    0    0     0     4  645  919  0  0 100  0  0
 0  0   8160 7921968   8972 5664308    0    0     0     0  617  899  0  0 100  0  0
 0  0   8160 7922216   8972 5664312    0    0     0     6  676  949  0  0 100  0  0
 0  0   8160 7922984   8972 5664296    0    0     0     0  647  938  0  0 100  0  0
 0  0   8160 7923496   8980 5664272    0    0     0    32  676  970  0  0 99  0  0
 0  0   8160 7923180   8980 5664276    0    0     0     0  683  992  0  0 100  0  0
11  0   8160 7922820   8992 5664260    0    0     0     0 1491 2250  9  0 91  0  0
14  0   8160 7895072   8992 5664372    0    0     0     8 7567 5359 76  4 21  0  0
 8  0   8160 7866744   8992 5664384    0    0     0     0 12441 6070 68  4 27  0  0
11  0   8160 7717524   8992 5664384    0    0     0     0 9317 7127 64  4 32  0  0
14  0   8160 7478144   8992 5664392    0    0     0    18 6472 4797 84  4 12  0  0
13  0   8160 7416160   9068 5725272    0    0     0     0 3344 2116 53  2 45  0  0
13  2   8160 7225456   9160 5798548    0    0     0 57804 7250 4892 86  5  8  1  0
17  0   8160 7086756   9228 5849556    0    0     0   156 3128 2384 64  2 33  1  0
10  0   8160 6998708   9228 5849584    0    0     0     0 6016 3094 92  4  4  0  0
10  0   8160 6912348   9228 5849576    0    0     0    10 5009 2545 91  4  5  0  0
14  0   8160 6754748   9228 5849588    0    0     0     0 4710 2907 91  5  5  0  0
10  0   8160 6629864   9280 5891280    0    0     0     0 6847 3103 73  3 24  0  0
10  0   8160 6505268   9328 5932076    0    0     0     0 3415 2782 69  3 28  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  3   8160 6434508   9396 5983580    0    0     0 62034 3161 3071 45  2 50  3  0
10  1   8160 6293076   9408 5978648    0    0     2 33134 3258 2741 59  2 30  9  0
11  0   8160 6181376   9408 5978628    0    0     0     0 2559 2547 54  2 45  0  0
 6  0   8160 6118308   9412 5978584    0    0     0    12 6073 3517 47  2 51  0  0
 5  0   8160 6047156   9412 5978600    0    0     0     0 2302 2283 45  1 54  0  0
 3  0   8160 5893464   9412 5978540    0    0     0     0 2200 1832 32  1 67  0  0
 2  0   8160 5892868   9412 5978532    0    0     0    18 1709 1827 23  1 77  0  0
 1  0   8160 5812408   9416 5978500    0    0     0     0 1584 1426 22  0 78  0  0
 0  0   8160 5811796   9424 5978468    0    0     0    84  788 1079  3  0 97  0  0
 0  0   8160 5811808   9424 5978480    0    0     0     0  673  972  0  0 100  0  0
 0  0   8160 5811880   9424 5978452    0    0     0     0  641  957  0  0 100  0  0
 0  0   8160 5812252   9424 5978452    0    0     0   306  750  956  0  0 100  0  0
 1  0   8160 5813012   9424 5978428    0    0     0     0  623  954  0  0 100  0  0
 0  0   8160 5813484   9424 5978428    0    0     0     0  661  972  0  0 100  0  0
 0  0   8160 5814052   9424 5978420    0    0     0     0  628  970  0  0 100  0  0
 0  0   8160 5814232   9432 5978412    0    0     0    36  601  952  0  0 99  0  0
 0  0   8160 5815000   9432 5978412    0    0     0     4  693  996  0  0 100  0  0
 0  0   8160 5814808   9432 5978416    0    0     0     0  615  963  0  0 100  0  0
 0  0   8160 5815180   9432 5978416    0    0     0    10  613  953  0  0 100  0  0
 0  0   8160 5815396   9432 5978364    0    0     0     0  588  961  0  0 100  0  0
 0  0   8160 5815636   9432 5978164    0    0     0     0  624  955  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   8160 5815264   9432 5978164    0    0     0    14  589  947  0  0 100  0  0
 0  0   8160 5815628   9432 5978088    0    0     0     0  594  959  0  0 100  0  0
 0  0   8160 5815144   9440 5978052    0    0     0    40  598  955  0  0 100  0  0
 0  0   8160 5815688   9440 5978056    0    0     0     0  585  999  0  0 100  0  0
 6  0   8160 6075776   9448 5718192    0    0     0     0 1355 2328  2  0 98  0  0
 9  0   8160 5955380   9448 5718248    0    0     0     2 10872 10480 61  4 35  0  0
10  0   8160 5882236   9448 5718224    0    0     0     0 9901 9409 76  5 19  0  0
12  0   8160 5732932   9448 5718160    0    0     0    10 9511 9139 84  6 10  0  0
13  0   8160 5734992   9448 5718140    0    0     0     0 5485 4391 90  4  5  0  0
10  0   8160 5654624   9448 5718080    0    0     0     0 3818 2790 94  4  2  0  0
13  0   8160 5452776   9460 5718096    0    0     0   168 6369 3052 89  5  6  0  0
14  0   8160 5342548   9460 5718088    0    0     0     0 6881 3219 91  6  2  0  0
15  0   8160 5290796   9460 5718076    0    0     0     4 3862 2611 94  4  1  0  0
14  0   8160 5229820   9460 5718056    0    0     0     0 9446 2832 93  5  2  0  0
13  0   8160 5131240   9460 5718060    0    0     0     0 6299 3662 93  5  2  0  0
12  0   8160 5133960   9460 5718064    0    0     0     8 7915 3660 90  5  5  0  0
 9  0   8160 5150596   9460 5718092    0    0     0     0 5376 3607 85  5 10  0  0
 9  1   8160 5090704   9468 5718096    0    0     0   106 4620 3336 73  4 24  0  0
 6  0   8160 5053140   9468 5718096    0    0     0     0 7795 7838 63  3 34  0  0
 6  0   8160 5002036   9468 5718104    0    0     0     0 4232 4239 46  1 52  0  0
 4  0   8160 4988396   9468 5718108    0    0     0    12 4471 4227 41  1 57  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   8160 4894668   9468 5718108    0    0     0     0 4097 3969 39  1 59  0  0
 3  0   8160 4893988   9468 5718108    0    0     0    10 1844 2027 31  1 68  0  0
 2  0   8160 4777172   9468 5718116    0    0     0     0 1661 1732 27  1 73  0  0
 1  0   8160 4801128   9468 5718116    0    0     0     0 1789 1810 16  0 84  0  0
 1  0   8160 4801500   9476 5718104    0    0     0    42 1085 1243  8  0 91  0  0
 1  0   8160 4802136   9476 5718104    0    0     0     0 1183 1252 11  0 89  0  0
 1  0   8160 4802648   9476 5718108    0    0     0    76 1070 1193  9  0 91  0  0
 0  0   8160 4803656   9476 5718108    0    0     0     0  988 1160  6  0 93  0  0
 0  0   8160 4803776   9476 5718104    0    0     0     0  634  935  0  0 100  0  0
 0  0   8160 4803768   9476 5718100    0    0     0     4  657  941  0  0 100  0  0
 0  0   8160 4804152   9476 5718096    0    0     0     0  652  950  0  0 100  0  0
 0  0   8160 4804320   9476 5718092    0    0     0    14  655  941  0  0 100  0  0
 0  0   8160 4804552   9484 5718084    0    0     0    28  646  998  0  0 99  0  0
 0  0   8160 4804660   9484 5718068    0    0     0     0  678  962  0  0 100  0  0
 0  0   8160 4804560   9484 5718060    0    0     0     8  685  948  0  0 100  0  0
 0  0   8160 4804808   9484 5718068    0    0     0     0  640  946  0  0 100  0  0
 0  0   8160 4805664   9484 5718060    0    0     0     8  708  957  0  0 100  0  0
 0  0   8160 4805572   9484 5718064    0    0     0     0  646  950  0  0 100  0  0
 0  0   8160 4805564   9484 5718060    0    0     0     0  630  950  0  0 100  0  0
10  0   8160 4781744   9488 5718176    0    0     0    10 10018 8247 40  2 59  0  0
 6  0   8160 4701144   9496 5718180    0    0     0    96 17203 12022 65  5 30  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0   8160 4642120   9496 5718184    0    0     0     0 15013 7579 68  4 28  0  0
11  0   8160 4451792   9496 5718164    0    0     0     0 10661 8663 76  5 19  0  0
10  0   8160 4289180   9504 5724212    0    0  3076     0 8422 5576 85  6  9  0  0
12  0   8160 4048372   9524 5744204    0    0  9994     0 7500 5804 79  4 17  0  0
10  0   8160 3863732   9540 5759436    0    0  7562     0 7986 6237 90  4  5  0  0
10  0   8160 3695092   9612 5821488    0    0  4612     4 9504 9391 68  4 28  0  0
11  2   8160 3562192   9636 5834948    0    0  7328 25220 8789 4503 85  5  9  0  0
 7  0   8160 3366100   9700 5891176    0    0 10096     0 6996 3433 76  5 19  0  0
 9  0   8160 3281168   9776 5976004    0    0  8200    78 5593 2488 59  2 39  0  0
10  0   8160 3033140   9824 6007288    0    0  8970     0 6866 5352 84  4 12  0  0
10  0   8160 2894252   9872 6058324    0    0  5508    10 6221 3815 76  4 20  0  0
12  0   8160 2750924   9888 6065456    0    0     0     0 3573 2793 78  3 19  0  0
 9  0   8160 2654452   9892 6073632    0    0     0     0 4803 3820 74  3 24  0  0
 6  0   8160 2530000   9972 6135568    0    0     0    10 4218 3538 62  2 36  0  0
 8  2   8160 2407612  10016 6171596    0    0     0 100626 5015 4249 60  2 32  6  0
 7  2   8160 2287176  10248 6177420    0    0   152 18104 4968 2756 66  2 17 15  0
 5  1   8160 2254812  11664 6209404    0    0   690     0 4551 2493 41  1 50  8  0
 4  0   8160 2168324  12964 6217360    0    0   646     0 2885 2496 45  1 46  8  0
 3  0   8160 2058996  12964 6217776    0    0     0     0 2290 1833 40  1 59  0  0
 0  0   8160 2057928  12964 6217776    0    0     0     0 1361 1462 14  0 86  0  0
 0  0   8160 2058608  12964 6217772    0    0     0     4  656  962  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1   8160 2059904  12972 6216548    0    0     0 32762  778  968  0  0 96  4  0
 0  0   8160 2060512  12972 6216268    0    0     0     0  705 1022  0  0 99  1  0
 0  0   8160 2061140  12972 6216208    0    0     0     4  646  953  0  0 100  0  0
 2  0   8160 2061524  12972 6216160    0    0     0     0  672  946  0  0 100  0  0
 0  0   8160 2061820  12972 6216136    0    0     0    18  734  954  0  0 99  0  0
 0  0   8160 2062424  12972 6216112    0    0     0     0  644  954  0  0 100  0  0
 0  0   8160 2062556  12972 6216084    0    0     0     0  618  935  0  0 100  0  0
 0  0   8160 2063176  12972 6216064    0    0     0     8  680  962  0  0 100  0  0
 0  0   8160 2062876  12980 6216040    0    0     0    44  663  995  0  0 99  0  0
14  0   8160 2224912  12984 5906936    0    0     0    10 6603 5330 74  5 21  0  0
13  0   8160 2110328  12984 5906868    0    0     0     0 7444 4069 92  6  2  0  0
12  0   8160 2033268  12984 5906804    0    0     0     0 6051 2890 93  6  2  0  0
12  0   8160 1968084  12984 5906704    0    0     0   182 3730 2958 93  6  2  0  0
12  0   8160 1900628  12984 5906660    0    0     0     0 3627 2639 92  5  3  0  0
14  0   8160 1854948  12984 5906612    0    0     0     0 6426 2711 93  5  2  0  0
 1  0   8160 1680108  12996 5906588    0    0     0   108 2276  876 22  1 77  0  0
 1  0   8160 1680472  12996 5906584    0    0     0     0  958  647  9  0 91  0  0
 1  0   8160 1680076  12996 5906476    0    0     0     2  954  620  9  0 91  0  0
13  0   8160 1699420  12996 5880844    0    0     0     0 3478 2017 48  2 50  0  0
12  0   8160 1696940  12996 5880788    0    0     0     4 11064 4792 90  7  3  0  0
12  0   8160 1768772  12996 5880700    0    0     0     0 10739 3266 90  6  4  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0   8160 1702208  12996 5880684    0    0     0     0 9616 7271 93  5  2  0  0
10  0   8160 1701088  12996 5880680    0    0     0    18 7506 3002 93  5  2  0  0
13  0   8160 1699608  13012 5880672    0    0     2    74 5115 2796 94  5  1  0  0
11  0   8160 1704628  13012 5880680    0    0     0    10 7563 3005 93  6  2  0  0
10  0   8160 1701812  13012 5880676    0    0     0     0 9078 4066 79  4 18  0  0
 8  0   8160 1705392  13012 5880676    0    0     0     0 6541 2878 71  3 26  0  0
 6  0   8160 1705788  13012 5880668    0    0     0    10 2557 2712 52  2 47  0  0
 3  0   8160 1706560  13012 5880664    0    0     0     0 1983 2198 31  1 68  0  0
