procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0   9756 18892684   5908 3443904    0    0 46362     0 4936 3187 83  4  6  7  0
 9  0   9756 18710296   5984 3518792    0    0 37414     0 4279 3368 81  4 14  1  0
 8  0   9756 18636172   6044 3573152    0    0 27294     0 3833 3437 64  3 32  0  0
 5  0   9756 18561168   6112 3622712    0    0 24740     0 3323 3071 50  2 47  1  0
 2  0   9756 18515708   6176 3668636    0    0 22812    70 2499 2281 26  1 73  1  0
 0  0   9756 18494180   6192 3690424    0    0 10888     0 1661 1584 12  0 88  0  0
13  0   9756 18404772   6212 3696532    0    0  3016     0 2161 2696 21  1 78  0  0
17  0   9756 18210216   6212 3698584    0    0  1024     0 11308 3079 93  5  2  0  0
19  0   9756 18017904   6252 3725400    0    0 13588     0 13378 3513 92  5  3  0  0
18  0   9756 17649504   6300 3778652    0    0 26648     8 5302 2294 94  5  1  0  0
15  0   9756 17510508   6364 3837184    0    0 29220     0 6183 2624 94  5  1  0  0
14  0   9756 17430972   6448 3916524    0    0 39722   114 4997 3031 95  4  0  0  0
14  0   9756 17362152   6512 3984132    0    0 33568     0 5081 2811 94  4  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0   9756 17228348   6596 4056320    0    0 36138     0 6035 3403 94  4  2  0  0
12  0   9756 17021996   6696 4149444    0    0 46386    54 7705 3062 92  6  2  0  0
11  4   9756 16770048   6812 4257456    0    0 53866     0 5185 3045 91  5  2  2  0
12  0   9756 16608468   6888 4334528    0    0 38520    68 10473 3871 82  5 12  1  0
10  3   9756 16476648   7008 4424784    0    0 44934     0 6835 4958 88  5  5  1  0
 4  4   9756 16286528   7104 4535220    0    0 55148     0 3797 3163 79  4 12  5  0
 5  4   9756 16173556   7232 4647528    0    0 56128    54 2178 1970 35  1 45 19  0
 4  3   9756 16062024   7328 4759624    0    0 55832     0 2205 1916 36  1 53 11  0
 2  0   9756 15960848   7428 4859564    0    0 49970     0 1999 1948 29  1 67  4  0
 1  0   9756 15916472   7464 4903556    0    0 21906     0 1256 1303 11  0 89  0  0
 0  0   9756 15907948   7472 4911920    0    0  4144     0  819 1003  3  0 97  0  0
 0  0   9756 15905964   7472 4913772    0    0  1024     2  676  926  0  0 100  0  0
 0  0   9756 15904376   7480 4915684    0    0  1028     0  762  965  0  0 99  0  0
 0  0   9756 15902816   7480 4917872    0    0  1024    10  705  975  0  0 99  0  0
 0  0   9756 15900688   7492 4919916    0    0  1026    44  694  951  0  0 99  0  0
 0  0   9756 15899100   7492 4921948    0    0  1024     0  692  961  0  0 100  0  0
 0  0   9756 15896852   7496 4923996    0    0  1026    10  683  946  0  0 100  0  0
 1  0   9756 15895992   7496 4926048    0    0  1024     0  684  941  0  0 100  0  0
 0  0   9756 15886592   7500 4928484    0    0  1282     0  715  949  1  0 99  0  0
 0  0   9756 15884856   7500 4930800    0    0  1024     0  646  944  0  0 99  0  0
14  0   9756 15882144   7516 4934284    0    0  1664     0 15254 12286 71  3 26  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0   9756 15758744   7524 4936336    0    0  1024   138 22673 14967 91  7  3  0  0
13  0   9756 15625548   7528 4938408    0    0  1026     0 17459 8266 91  6  4  0  0
12  0   9756 15436672   7540 4949840    0    0  5894    48 13215 9172 92  5  3  0  0
12  0   9756 15329404   7564 4970516    0    0 10252     0 12722 9208 89  5  5  0  0
14  0   9756 15214248   7584 4992828    0    0 11274     0 4167 3432 94  4  2  0  0
10  0   9756 15075140   7608 5013872    0    0 10256     0 3562 2863 94  3  3  0  0
12  0   9756 15023796   7624 5032364    0    0  9354     0 3437 2644 93  3  4  0  0
12  0   9756 14974940   7644 5052128    0    0  9994     0 3461 2744 94  3  3  0  0
14  0   9756 14923396   7672 5073948    0    0 10762    38 3543 2951 95  4  1  0  0
13  0   9756 14815656   7692 5094620    0    0 10250     0 3697 2819 95  4  1  0  0
13  0   9756 14764196   7708 5112576    0    0  9224     8 5170 2673 94  4  3  0  0
13  0   9756 14678000   7752 5132028    0    0  9484     0 5882 3424 90  4  6  0  0
13  0   9756 14630104   7772 5152340    0    0 10248     6 4845 2751 94  4  2  0  0
10  0   9756 14409160   7800 5174020    0    0 10766     0 6473 3101 92  6  2  0  0
15  0   9756 14332496   7816 5192760    0    0  9224     0 5998 3301 93  4  3  0  0
12  0   9756 14160484   7844 5218592    0    0 13070     0 6637 4164 93  4  3  0  0
10  0   9756 14079936   7876 5246944    0    0 13964   122 4677 3795 84  3 13  0  0
 7  0   9756 14006420   7900 5264512    0    0  8840    34 5040 4803 68  2 29  0  0
 7  0   9756 13950968   7912 5279540    0    0  7560     0 3887 3452 61  1 38  0  0
 7  0   9756 13860968   7928 5294292    0    0  7176     0 5295 5249 62  2 36  0  0
 9  0   9756 13771320   7952 5316868    0    0 11788     0 4178 3595 63  3 35  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0   9756 13651156   8008 5356932    0    0 19478     0 4487 3775 70  2 28  0  0
 3  0   9756 13514368   8064 5405256    0    0 24216     0 2319 1994 33  1 67  0  0
 3  0   9756 13461900   8124 5456840    0    0 25654    78 1796 1765 25  0 73  2  0
 3  0   9756 13366244   8172 5505772    0    0 24600     0 1971 1757 27  1 73  0  0
 2  0   9756 13329780   8212 5542564    0    0 18322    62 1622 1577 19  0 81  0  0
 2  0   9756 13251312   8240 5575524    0    0 16398     0 1650 1504 20  1 79  0  0
 2  0   9756 13216508   8276 5610292    0    0 17426    10 1380 1479 17  0 83  0  0
 1  0   9756 13184888   8308 5641844    0    0 15758     0 1405 1461 16  0 83  0  0
12  0   9756 13173912   8324 5651908    0    0  4854     0 2192 2324 24  0 76  0  0
11  0   9756 13013208   8324 5653968    0    0  1024     6 24020 17387 74  5 21  0  0
12  0   9756 12794712   8336 5656024    0    0  1026   106 21539 15030 83  7 11  0  0
14  0   9756 12693584   8336 5658080    0    0  1024     0 12413 10769 88  5  7  0  0
14  0   9756 12604808   8340 5660124    0    0  1026     0 8628 5399 94  5  1  0  0
17  0   9756 12534384   8340 5662176    0    0  1024     0 5772 2818 95  4  1  0  0
17  0   9756 12404920   8344 5665284    0    0  1540    30 8011 2738 92  5  3  0  0
15  0   9756 12341432   8344 5667364    0    0  1024     0 7440 3166 95  4  1  0  0
14  0   9756 12269520   8348 5669420    0    0  1026     0 7474 3062 95  4  1  0  0
 9  0   9756 12187548   8364 5682640    0    0  6664     0 7722 2959 94  5  2  0  0
 9  0   9756 12067276   8396 5707944    0    0 12686    66 10615 6225 69  4 27  0  0
 9  0   9756 11977616   8436 5747116    0    0 19476     0 7632 4025 66  2 32  0  0
 4  0   9756 11893916   8468 5783192    0    0 18064     0 8583 5721 47  1 52  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0   9756 11841852   8492 5810420    0    0 13580     2 5201 3768 43  1 56  0  0
 4  0   9756 11640144   8512 5831404    0    0 10378     0 4720 2114 42  1 57  0  0
 4  0   9756 11638664   8512 5831400    0    0     0     0 1858 1859 33  0 67  0  0
 2  0   9756 11638680   8512 5831400    0    0     0    10 1624 1622 24  0 76  0  0
 1  0   9756 11638944   8520 5831404    0    0     0    44 1076 1174  9  0 91  0  0
 0  0   9756 11639076   8520 5831404    0    0     0    44  772  972  1  0 99  0  0
10  0   9756 11690440   8524 5832024    0    0   256     0 15343 14273 57  3 40  0  0
 9  0   9756 11608104   8524 5832024    0    0     0     0 28646 27461 71  5 24  0  0
13  0   9756 11294260   8524 5832024    0    0     0     0 23661 19389 85  7  8  0  0
14  0   9756 11126844   8524 5832028    0    0     0     0 9185 5099 94  5  2  0  0
 6  0   9756 10892848   8640 5887636    0    0    24    80 12099 6044 68  3 29  0  0
16  0   9756 10859004   8692 5919340    0    0  3338     0 5033 2058 63  2 34  0  0
12  2   9756 10749024   8720 5931008    0    0  6560 38362 6771 2771 93  4  3  0  0
12  0   9756 10581252   8776 5965036    0    0  3956     0 9174 4039 81  4 15  0  0
10  0   9756 10469544   8888 5983328    0    0  9142     0 5098 3489 93  3  3  0  0
 2  1   9756 10291480   9000 6041348    0    0  2328     0 3955 1927 59  2 38  0  0
13  0   9756 10255768   9960 6070392    0    0   712     0 5412 1289 15  1 79  5  0
10  0   9756 10002452  10044 6117440    0    0 10006     0 9053 2930 91  4  5  0  0
12  0   9756 9924688  10168 6195480    0    0 15648     4 9158 5060 70  3 28  0  0
11  0   9756 9705084  10232 6266692    0    0 34210     0 9496 5094 88  6  7  0  0
 1  2   9756 9556160  10336 6345164    0    0 24740 86018 7249 3403 60  3 29  8  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0   9756 9524168  10476 6378752    0    0  4144  1900 3866 1157  5  0 79 16  0
11  0   9756 9438864  10568 6458320    0    0 14480     0 3791 1965 46  2 52  0  0
 8  1   9756 9126756  10816 6511328    0    0 26492     6 5745 2702 80  3 15  2  0
 3  0   9756 9053364  11172 6582888    0    0   904     0 1783 1608 26  1 71  2  0
10  0   9756 8933588  11288 6651308    0    0 16162    20 5292 4109 43  2 55  0  0
 8  0   9756 8702948  11332 6701300    0    0 24854     0 5514 4007 73  2 25  0  0
14  1   9756 8666268  11336 6701284    0    0     0 57104 9422 9308 63  2 33  2  0
10  1   9756 8578872  11344 6695844    0    0     0 45034 3037 2344 54  1 33 11  0
 7  0   9756 8434420  11360 6695828    0    0     6     0 2963 2342 61  1 35  3  0
 6  0   9756 8362260  11360 6695832    0    0     0     0 2353 1978 49  1 50  0  0
 4  0   9756 8361764  11368 6695792    0    0     2     0 1918 1823 35  1 65  0  0
 1  0   9756 8282924  11372 6695788    0    0     0     0 1815 1531 29  1 70  0  0
 0  0   9756 8283080  11372 6695740    0    0     0     2  700  914  0  0 99  0  0
 0  0   9756 8283476  11372 6695744    0    0     0     0  744  913  0  0 100  0  0
11  0   9756 8566412  11420 6411428    0    0    16   266 7018 4140 63  3 34  0  0
10  0   9756 8472296  11420 6411404    0    0     0    12 17975 10410 78  6 16  0  0
13  0   9756 8311592  11432 6418508    0    0  3846     0 9953 8028 87  5  8  0  0
14  0   9756 8109480  11444 6432504    0    0  6918     6 3968 2868 94  4  2  0  0
14  0   9756 8031704  11456 6445592    0    0  6536     0 4634 2711 94  4  2  0  0
12  0   9756 7863684  11468 6457404    0    0  6150     0 7011 2719 93  5  2  0  0
12  0   9756 7802304  11484 6475224    0    0  8712    20 8241 5404 84  4 11  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0   9756 7710220  11500 6491472    0    0  8200     0 5327 3846 94  4  2  0  0
13  0   9756 7645792  11520 6503756    0    0  6150    48 3535 2835 96  3  1  0  0
14  0   9756 7586264  11536 6521280    0    0  8712     0 5240 2923 95  4  1  0  0
12  0   9756 7488164  11552 6538076    0    0  8456     0 7159 3971 95  4  1  0  0
12  0   9756 7477996  11556 6543064    0    0  2434   200 12690 9278 91  5  4  0  0
12  0   9756 7458384  11556 6543488    0    0   256     0 29821 33072 62  5 33  0  0
15  0   9756 7221140  11572 6557212    0    0  6920     0 28948 23167 90  6  4  0  0
15  0   9756 7017564  11584 6570164    0    0  6406     0 12475 4926 95  4  2  0  0
10  0   9756 6911380  11600 6586432    0    0  8074     0 14095 5591 86  5  9  0  0
 8  0   9756 6863852  11628 6607316    0    0 10506    86 5017 3967 75  2 23  0  0
 8  0   9756 6819848  11656 6631092    0    0 11830     0 3469 2774 69  1 29  0  0
 8  0   9756 6769380  11680 6655412    0    0 12300     8 2862 2559 66  2 32  0  0
 3  0   9756 6751052  11696 6673288    0    0  8840     0 2712 2389 55  1 44  0  0
 2  0   9756 6751200  11696 6673260    0    0     0     0 1441 1512 17  0 83  0  0
 0  0   9756 6751712  11696 6673272    0    0     0     6 1258 1272 11  0 89  0  0
 0  0   9756 6751612  11696 6673244    0    0     0     0  675  960  0  0 100  0  0
 0  0   9756 6752200  11696 6673240    0    0     0    20  679  977  0  0 100  0  0
 0  0   9756 6752836  11704 6673236    0    0     0    46  716  956  0  0 99  0  0
 0  0   9756 6753264  11704 6673220    0    0     0     0  697  966  0  0 100  0  0
 0  0   9756 6753900  11704 6673216    0    0     0     2  697  958  0  0 100  0  0
 0  0   9756 6753520  11704 6673208    0    0     0     0  671  947  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   9756 6754184  11704 6673196    0    0     0     6  653  949  0  0 100  0  0
 1  0   9756 6754556  11704 6673188    0    0     0     0  688  928  0  0 100  0  0
 0  0   9756 6754936  11704 6673188    0    0     0     0  721  958  0  0 100  0  0
 0  0   9756 6755328  11712 6673172    0    0     0    24  688  967  0  0 99  0  0
10  0   9756 6749180  11716 6673296    0    0     0     0 22043 12752 82  4 14  0  0
10  0   9756 6713108  11724 6676784    0    0  1796    14 27858 16723 88  7  6  0  0
 4  0   9756 6545088  12028 6718516    0    0  2432     0 7587 6221 58  3 38  1  0
13  0   9756 6368464  12060 6750116    0    0  7176     0 3498 2559 79  3 17  0  0
12  0   9756 6181348  12076 6766792    0    0  8330     8 5098 3269 93  4  2  0  0
10  0   9756 5983932  12136 6807980    0    0  7694     0 4107 2820 92  3  5  0  0
 9  0   9756 5841100  12508 6843092    0    0  9632     6 8542 8669 82  3 11  3  0
10  2   9756 5664028  12616 6929136    0    0 10776 72960 6831 4899 79  3 14  4  0
 5  5   9756 5625720  12680 6966996    0    0  7436   244 5338 4442 61  2 27 11  0
11  0   9756 5469184  12756 7019356    0    0 23328    20 11001 11984 69  3 26  2  0
11  0   9756 5325204  12796 7052984    0    0 13326     0 5979 4756 87  4  9  0  0
16  0   9756 5059960  12828 7081112    0    0 11788    50 7845 3912 93  4  3  0  0
17  0   9756 4885792  12876 7115820    0    0  6156     0 9829 2474 93  4  3  0  0
 3  0   9756 4811244  12992 7192052    0    0    12     0 4097 2125 54  2 45  0  0
12  2   9756 4670384  13048 7237800    0    0  8718 44148 5447 2472 70  3 27  0  0
10  2   9756 4588048  13080 7257300    0    0  9226 40040 6056 3876 86  4  7  3  0
12  0   9756 4434668  13088 7269440    0    0  3458     0 6917 4888 92  4  4  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0   9756 4306140  13092 7272984    0    0     0     0 3735 2843 95  3  2  0  0
11  0   9756 4113676  13432 7337452    0    0   128     0 3562 2635 77  3 18  2  0
 9  0   9756 3967832  13508 7394828    0    0     8     0 4246 2954 78  2 20  0  0
 7  0   9756 3825500  13624 7464640    0    0    16     0 4697 3564 67  2 30  0  0
 7  0   9756 3739984  13640 7480104    0    0     0    20 3274 2086 53  1 45  0  0
 3  3   9756 3729204  13680 7488988    0    0    14 91150 2301 1920 38  1 56  5  0
 2  2   9756 3615188  13752 7490764    0    0    34 15530 1874 1337 19  1 70 10  0
 4  0   9756 3586396  13964 7519256    0    0    78   310 1309 1289 15  0 79  6  0
 5  0   9756 3513068  14264 7591168    0    0   108     0 1254 1158 11  0 87  1  0
 1  0   9756 3513752  14264 7591468    0    0     0   586  979  972  5  0 95  0  0
 1  0   9756 3514028  14264 7591464    0    0     0     0  719  929  0  0 100  0  0
 1  0   9756 3514900  14264 7591432    0    0     0     0  708  947  0  0 100  0  0
 1  0   9756 3515560  14264 7591424    0    0     0     8  718  999  0  0 100  0  0
 1  0   9756 3519780  14272 7588648    0    0     0 53404  787  950  0  0 94  6  0
 1  0   9756 3519984  14272 7588640    0    0     0     6  720  956  0  0 100  0  0
 1  0   9756 3520596  14272 7588596    0    0     0     0  711  950  0  0 100  0  0
 1  0   9756 3521104  14272 7588512    0    0     0     0  698  940  0  0 100  0  0
 1  0   9756 3521228  14272 7588388    0    0     0     2  719  962  0  0 100  0  0
 1  0   9756 3521584  14272 7588328    0    0     0     0  727  962  0  0 100  0  0
 1  0   9756 3521840  14272 7588304    0    0     0    16  680  940  0  0 100  0  0
 0  0   9756 3522112  14272 7588300    0    0     0     0  703  954  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0   9756 3818360  14292 7199452    0    0     0   192 4976 4403 47  2 50  0  0
11  0   9756 3652176  14292 7199416    0    0     0     0 9679 6537 86  5  9  0  0
14  0   9756 3544188  14292 7199340    0    0     0     0 8951 7358 88  5  7  0  0
13  0   9756 3434816  14292 7199256    0    0     0    18 3445 2901 93  5  2  0  0
14  0   9756 3366160  14292 7199176    0    0     0     0 6216 2514 90  4  5  0  0
16  0   9756 3324008  14292 7199116    0    0     0     0 3704 2880 94  4  2  0  0
10  0   9756 3137624  14292 7199084    0    0     0     0 4451 2771 86  3 11  0  0
10  0   9756 2950084  14304 7199048    0    0     0   174 9650 5646 93  4  3  0  0
14  0   9756 2898572  14304 7199044    0    0     0   254 8343 2807 94  4  2  0  0
12  0   9756 2898540  14304 7199016    0    0     0     0 5247 2820 95  4  1  0  0
13  0   9756 2893640  14304 7198976    0    0     0     0 3863 2756 95  4  1  0  0
15  0   9756 2887628  14304 7198952    0    0     0    20 12321 8621 92  5  3  0  0
10  0   9756 2879444  14304 7198952    0    0     0     0 4624 3000 94  3  3  0  0
 9  0   9756 2848604  14304 7198980    0    0     0     0 15870 6964 80  5 15  0  0
11  0   9756 2770020  14304 7198960    0    0     0     0 9675 7323 81  4 15  0  0
 8  0   9756 2555640  14312 7198960    0    0     0    76 4588 2539 81  3 16  0  0
10  0   9756 2527384  14312 7198956    0    0     0    14 4165 2675 67  2 31  0  0
 5  0   9756 2519904  14312 7198956    0    0     0     0 2792 2655 60  2 38  0  0
 5  0   9756 2518272  14312 7198732    0    0     0     0 2107 2156 42  1 57  0  0
 2  0   9756 2507268  14312 7198736    0    0     0     0 1910 1802 33  0 66  0  0
 0  0   9756 2507796  14312 7198712    0    0     0     0 1250 1334 12  0 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   9756 2508192  14312 7198692    0    0     0    24  745  961  0  0 100  0  0
 0  0   9756 2508208  14312 7198688    0    0     0     0  665  926  0  0 100  0  0
 0  0   9756 2508728  14320 7198676    0    0     0    44  670  952  0  0 99  0  0
 1  0   9756 2509504  14320 7198676    0    0     0     0  792  976  0  0 100  0  0
 1  0   9756 2509112  14320 7198672    0    0     0     0  688  940  0  0 100  0  0
 0  0   9756 2509552  14320 7198668    0    0     0     0  677  960  0  0 100  0  0
 0  0   9756 2510008  14320 7198668    0    0     0     0  695  952  0  0 100  0  0
 0  0   9756 2510032  14320 7198668    0    0     0    10  697  944  0  0 100  0  0
 0  0   9756 2510040  14320 7198660    0    0     0     0  737  949  0  0 100  0  0
 1  0   9756 2510388  14328 7198660    0    0     0    30  673  990  0  0 99  0  0
 0  0   9756 2511256  14328 7198652    0    0     0    22  660  958  0  0 100  0  0
 0  0   9756 2510900  14328 7198652    0    0     0     0  729  955  0  0 100  0  0
 1  0   9756 2511520  14328 7198660    0    0     0    12  689  962  0  0 100  0  0
 0  0   9756 2511636  14328 7198660    0    0     0     0  713  950  0  0 100  0  0
10  0   9756 2509908  14328 7198660    0    0     0     0 2504 2084 17  1 82  0  0
11  0   9756 2499600  14328 7198756    0    0     0     0 13773 10856 71  4 25  0  0
13  0   9756 2463416  14328 7198756    0    0     0     0 19363 14607 80  5 15  0  0
12  0   9756 2321652  14380 7251848    0    0     6  1686 12793 12660 71  4 25  1  0
12  0   9756 2019712  14380 7252048    0    0     0     0 4499 2633 92  4  4  0  0
 7  0   9756 1867152  14404 7271576    0    0     0     2 3677 2787 88  3  9  0  0
11  0   9756 1684292  14588 7399460    0    0    16     0 4099 2568 84  2 13  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0   9756 1567104  14644 7438472    0    0     0     0 5134 3466 90  2  7  0  0
11  0   9756 1525880  14708 7479940    0    0     8     0 11122 12298 74  3 23  0  0
10  0   9756 1421836  14724 7493772    0    0     0     0 3810 2681 85  2 13  0  0
10  4   9756 1233600  14756 7519080    0    0     0 58234 3644 2658 76  3 17  4  0
 8  1   9756 1137988  14788 7538128    0    0     6 85316 4918 2876 75  2 15  8  0
 8  0   9756 1068924  14824 7555776    0    0     0   372 10764 5085 66  3 29  2  0
 8  0   9756 869108  14828 7559168    0    0     0    36 11592 12181 68  3 29  0  0
 6  0   9756 689308  14868 7584200    0    0     6     0 12763 13288 71  3 26  0  0
10  0   9756 497988  14924 7616640    0    0     6     0 4219 3385 62  3 36  0  0
 9  0   9756 381760  14924 7616688    0    0     0     0 3914 3119 80  3 17  0  0
12  0   9756 169116  15000 7670460    0    0     6     0 4139 2707 50  2 48  0  0
12  1   9756 101552  14928 7664420    0    0   328 82482 6550 4528 85  4  9  3  0
 1  0   9756  99076  14308 7493344    0    0   470   278 35628 1954 53  2 41  3  0
 1  0   9756  96960  14308 7493736    0    0     8     0  986  558  8  0 92  0  0
 1  1   9756  99896  15372 7488336    0    0   628     2 1243  882  9  0 85  6  0
 1  0   9756 103100  16636 7484548    0    0   632     0 1443  919  8  0 85  6  0
10  0   9756 245236  16692 7341484    0    0     4     0 3946 3060 40  2 58  0  0
 9  0   9756 245576  16692 7341636    0    0     0     0 3203 2675 76  2 22  0  0
 8  2   9756 242676  16692 7341568    0    0     0 25300 4636 3556 70  2 28  0  0
 6  0   9756 245340  16704 7340464    0    0     0   182 2712 2284 55  1 42  2  0
 5  0   9756 244880  16704 7340388    0    0     0     0 2316 2012 48  1 52  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   9756 244472  16704 7340356    0    0     0    22 2037 2010 39  0 61  0  0
 2  0   9756 218944  16748 7365900    0    0     6     0 1925 1786 37  1 63  0  0
 0  0   9756 220300  16752 7366100    0    0     0     0  983 1135  8  0 92  0  0
 0  0   9756 220696  16752 7366012    0    0     0     6  658  935  0  0 100  0  0
10  0   9756 784504  16752 6800148    0    0 14968     0 8449 11202 34  2 63  1  0
11  0   9756 777064  16768 6807156    0    0  3330   368 21410 22009 69  5 26  0  0
13  0   9756 776376  16768 6807132    0    0     0     0 6908 7234 81  3 15  0  0
14  0   9756 766016  16768 6817152    0    0  5046     0 6335 5385 92  5  3  0  0
12  0   9756 766304  16768 6817088    0    0     0   386 4930 3234 94  4  2  0  0
 9  0   9756 768372  16768 6817016    0    0     0     0 4523 3287 83  2 14  0  0
12  0   9756 768584  16768 6817708    0    0   384     4 13424 11689 88  5  7  0  0
13  0   9756 768996  16768 6817620    0    0     0     0 3620 2894 96  3  1  0  0
12  0   9756 766164  16768 6818748    0    0   640     0 5348 2877 94  4  3  0  0
10  0   9756 765780  16776 6818848    0    0     0    64 9150 4031 91  4  4  0  0
10  0   9756 766540  16776 6818844    0    0     0     0 7072 5011 87  4  8  0  0
10  0   9756 765452  16776 6820544    0    0   896     2 12926 9404 81  4 14  0  0
10  0   9756 761980  16784 6824504    0    0  2052     0 11898 9671 76  4 20  0  0
14  0   9756 744992  16800 6842456    0    0  8968     0 7116 5018 88  4  8  0  0
12  0   9756 849796  16820 6861148    0    0  9356    18 7276 2979 95  4  2  0  0
11  0   9756 829520  16836 6878988    0    0  8968     0 10175 5331 92  5  3  0  0
 7  0   9756 784644  16864 6901040    0    0 11018    98 9463 5510 71  3 26  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0   9756 788612  16888 6924588    0    0 11788     0 11880 13919 69  2 28  0  0
 7  0   9756 709756  16912 6949544    0    0 12556     0 4549 3961 65  2 33  0  0
 5  0   9756 708336  16912 6950600    0    0   384    20 2505 2379 48  1 51  0  0
 5  0   9756 708484  16912 6950592    0    0     0     0 2067 2048 42  1 58  0  0
 3  0   9756 708772  16912 6951360    0    0   384     0 1662 1669 25  0 74  0  0
 1  0   9756 708524  16912 6951344    0    0     0     0 1322 1310 14  0 86  0  0
 0  0   9756 708788  16912 6951344    0    0     0     0  731  995  1  0 99  0  0
