procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0 9682108 7343424  10188 1677124   16    0   928     0 13670 4155 93  7  0  0  0	
11  6 9682060 7303080  10204 1716396   16    0 20122    52 14041 4849 89  6  3  2  0	
 3 12 9682036 7190300  10204 1825668   32    0 54752     0 6960 3878 38  2 24 36  0	
 9 10 9682004 7058152  10204 1937456   18    0 56018     0 5025 2957 27  2 39 32  0	
 3 10 9681956 6937112  10212 2059308    0    0 60544    34 4952 2803 26  1 36 37  0	
 3 11 9681924 6754256  10212 2191664   16    0 66128     0 5945 2828 33  3 34 30  0	
 3 12 9681904 6614268  10212 2329684   32    0 68960     0 5459 2978 28  2 40 31  0	
 4 10 9681832 6415056  10220 2468176   16    0 69520    12 6251 2883 35  3 36 26  0	
 3 10 9681824 6193216  10220 2603360    0    0 67264     0 9345 2923 35  3 34 28  0	
 3 10 9681772 6048252  10228 2747764   32    0 72418    48 5670 2905 30  2 37 31  0	
 3 10 9681744 5856564  10228 2879000   16    0 66132     0 12820 3820 45  3 26 26  0	
 6 10 9681724 5629012  10232 3015772   16    0 67994    84 7682 3188 44  4 25 27  0	
 9  0 9681660 5400708  10244 3131132   48    0 57338    28 13639 4669 64  5 16 16  0	
11  0 9681648 5302564  10244 3131140    0    0     0     0 13386 3319 82  7 11  0  0	
11  0 9681604 5280064  10252 3131136   16    0    16    10 12630 3561 87  6  7  0  0	
12  0 9681564 5280492  10252 3131144   32    0    32     0 12178 3467 84  6 10  0  0	
 9  0 9681504 5274484  10252 3131144   16    0    16    68 11140 3458 76  5 19  0  0	
 1  0 9681488 5274484  10260 3131148    0    0     0    10 5819 2579 35  2 63  0  0	
 0  0 9681476 5274272  10260 3131152   16    0    16     0  997 1592  0  0 99  0  0	
10  0 9681428 5069004  10280 3138972   32    0  3910    46 11298 4367 72  4 23  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 9681396 4910140  10280 3138972   16    0    16     0 19309 3131 77  6 16  0  0	
10  0 9681316 4779248  10280 3139364   60    0   380     0 14670 4542 60  5 35  0  0	
 9  0 9681308 4682136  10288 3176040    0    0 18432    12 14349 3936 70  5 23  1  0	
13  1 9681296 4411092  10288 3228808    0    0 26624     0 16204 3985 85  7  7  1  0	
11  3 9681244 4291744  10288 3306972   48    0 39088    24 18890 4739 76  6  9  9  0	
 7  6 9681216 4158968  10300 3408580    0    0 51010    14 14808 4863 74  6  8 12  0	
14  7 9681156 3958916  10300 3526792   32    0 58720    10 14592 3869 88  6  3  3  0	
10  7 9681132 3709756  10308 3691368   16    0 82322    16 22788 5112 89  7  2  3  0	
 9  7 9681080 3546632  10308 3817328   16    0 62930    78 14912 3922 87  6  2  5  0	
 6  2 9681044 3365552  10308 3944200    0    0 63556     0 13072 3371 60  4 18 18  0	
 3  0 9681028 3274452  10316 4035332   32    0 45476    20 6782 3083 40  2 43 15  0	
 2  0 9680964 3255224  10316 4055032   16    0  9682     2 3940 2263 22  1 77  0  0	
 0  0 9680948 3255412  10316 4055036    0    0     0     0 1164 1624  2  0 98  0  0	
 0  0 9680904 3255160  10324 4055012   48    0    48    74  999 1643  0  0 99  0  0	
 0  0 9680868 3254924  10324 4055032   16    0    16     0  883 1571  0  0 100  0  0	
 0  0 9680856 3255164  10324 4055044    0    0     0     0  956 1607  0  0 99  0  0	
 0  0 9680784 3255840  10332 4055040   48    0    48    12  917 1592  0  0 99  0  0	
 0  0 9680772 3249912  10332 4055040    0    0     0     0  951 1584  0  0 99  0  0	
 1  0 9680724 3250068  10332 4055044   16    0    16    22  883 1567  0  0 100  0  0	
 0  0 9680688 3250588  10340 4055060    0    0     0    14  851 1591  0  0 99  0  0	
 0  0 9680676 3251084  10340 4055048   16    0    16     0  935 1585  0  0 100  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 9680608 3251316  10340 4055056   32    0    32     4  913 1598  0  0 100  0  0	
 1  0 9680596 3251820  10348 4055052    0    0     0    10  889 1555  0  0 100  0  0	
 0  0 9680548 3252200  10348 4055052   32    0    32    16  897 1595  0  0 100  0  0	
 0  0 9680512 3252324  10348 4055076   16    0    16     0  896 1570  0  0 100  0  0	
11  0 9680500 3169012  10648 4056624    0    0   862    46 17170 6001 60  5 34  1  0	
12  0 9680432 3036684  10648 4056632   48    0    48     4 26249 9040 75  8 17  0  0	
10  0 9680420 3073220  10656 4056648    0    0     0    24 24384 6317 82  8 10  0  0	
10  0 9680372 2879748  10656 4056656   16    0    16    18 18301 6694 74  7 19  0  0	
13  0 9680340 2740900  10656 4058188   16    0   912     0 16722 4999 84  7  9  0  0	
13  0 9680324 2531928  10664 4067788    0    0  4800    14 13820 3572 93  6  1  0  0	
12  0 9680256 2454948  10664 4077260   48    0  4784     0 14004 3394 93  5  2  0  0	
12  0 9680240 2420596  10664 4087092   32    0  4832     0 13296 3595 93  5  2  0  0	
14  0 9680192 2374352  10672 4095952    0    0  4480    92 13203 3655 92  5  2  0  0	
13  0 9680152 2334044  10672 4104540   16    0  4240     0 17281 3539 92  6  1  0  0	
12  0 9680144 2267504  10680 4114384   16    0  5008    16 13426 3636 94  5  1  0  0	
10  0 9680076 2180092  10680 4122968   32    0  4256     4 13383 3637 92  5  3  0  0	
10  0 9680068 2139896  11404 4132408    0    0  5022     0 16556 4153 91  6  3  0  0	
12  0 9680016 2060200  11412 4142272   32    0  4960    60 17331 3664 91  6  3  0  0	
13  0 9679984 1967220  11416 4152432   16    0  5136     0 17711 4894 86  7  7  0  0	
16  0 9679968 1894216  11416 4165716    0    0  6784     0 17888 5287 90  7  3  0  0	
14  0 9679904 1713560  11428 4183652   32    0  8928   158 15376 3763 93  5  2  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0 9679892 1663804  11432 4200560   16    0  8530     0 16461 3636 93  6  2  0  0	
15  0 9679844 1602256  11440 4217068   16    0  8336    46 16829 3562 93  6  2  0  0	
10  0 9679812 1557948  11452 4228500    0    0  5568     0 20750 3372 88  6  6  0  0	
 9  0 9679800 1499148  11452 4241344   32    0  6304     0 12362 3476 67  4 29  0  0	
 8  0 9679728 1456416  11460 4254848   32    0  6816    30 10382 3744 66  4 30  0  0	
 9  0 9679716 1399400  11460 4268448   16    0  6864     0 9687 3583 66  4 30  0  0	
 5  0 9679664 1330172  11480 4281540   16    0  6610    50 9733 3503 62  4 34  0  0	
 4  0 9679628 1283936  11484 4297488    0    0  8000     0 6310 2952 38  2 60  0  0	
 4  0 9679616 1222500  11484 4313980    0    0  8258     0 5947 2880 36  2 62  0  0	
 0  0 9679552 1217704  11504 4319004   48    0  2416   130 3530 2268 17  1 81  1  0	
 0  0 9679540 1217844  11504 4318996    0    0     0     0  876 1553  0  0 100  0  0	
 0  0 9679488 1217584  11512 4318976   32    0    32    32  927 1620  0  0 100  0  0	
 0  0 9679452 1217660  11512 4318964   32    0    32     0  922 1591  0  0 100  0  0	
10  0 9679440 1217656  11516 4319056    0    0     8     0 4182 3020 21  1 78  0  0	
 9  0 9679380 1144116  11524 4319096   16    0    16    22 20715 6628 75  7 18  0  0	
10  0 9679360 1000556  11524 4319096   16    0    16     0 21608 7087 78  7 15  0  0	
10  0 9679316 803032  11524 4319096   32    0    32    84 16269 4732 81  6 13  0  0	
10  0 9679284 679428  11532 4319096    0    0     0    24 13345 3808 81  6 14  0  0	
12  0 9679268 721972  11532 4319096    0    0     0     0 18614 5082 91  6  2  0  0	
11  0 9679196 647964  11540 4320164   64    0   576    20 17031 5367 71  5 24  0  0	
10  0 9679188 433328  11540 4320212    0    0    22     0 20452 6623 75  6 18  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0 9679132 453060  11540 4320224   16    0    16    16 13944 3261 80  4 16  0  0	
10  0 9679096 312700  11548 4320236   32    0    32    12 16312 5324 73  6 21  0  0	
14  0 9679084 244692  11548 4320232    0    0     0     0 17299 4796 82  6 12  0  0	
 9  0 9679020 247628  11508 4328820   32    0  4384   144 18043 4258 80  6 14  0  0	
 9  0 9679004 198432   8796 4279944   16    0 10512    26 27919 3311 72  5 22  0  0	
 4  0 9678960 200460   8456 4275916   16    0 13822     0 9034 3441 50  3 46  1  0	
 3  0 9678924 203136   8456 4273932   16    0 14928     0 5454 2812 32  1 67  0  0	
 1  0 9678908 205196   8464 4271004   16    0 14610     8 3526 2387 18  1 81  0  0	
 0  0 9678848 189796   8464 4286060   32    0  7456     0 1641 1855  5  0 95  0  0	
 0  0 9678828 189540   8472 4286064    0    0     0    10  900 1575  0  0 100  0  0	
 0  0 9678784 189456   8472 4286048   32    0    32     0  942 1595  0  0 100  0  0	
 8  0 9678748 225288   8484 4256688   16    0 20142     0 12601 6005 44  3 46  7  0	
 9  0 9678736 221840   8484 4199148    0    0  4572    26 27012 8326 66  7 27  0  0	
10  0 9678668 208532   8484 3949416   32    0    32     0 27776 8585 68  9 23  0  0	
11  0 9678656 193204   8476 3877940    0    0 15232     0 33715 7619 80 10 10  0  0	
13  0 9678608 191120   8484 3626412   16    0 15568    12 71425 8820 76 16  8  0  0	
 6  0 9678572 187292   8476 3512256   48    0 17228     0 66456 3915 73 11 15  0  0	
 8  4 9678560 196092   8496 3399228   16    0 37384    66 36604 5254 80  8 10  3  0	
 8  2 9678488 263816   6528 3277900   16    0 49080    38 62134 6971 70 13  8  8  0	
 1  0 9678476 191132   6404 3346932    0    0 16960     0 4860 2330 28  2 65  5  0	
 8  7 9678428 203872   5576 3230328   48    0 31072    40 10469 3986 48  4 39  9  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  9 9678392 193712   5576 3110532    0    0 46706   180 32260 3658 59  8 13 20  0	
13  6 9678380 191296   5564 2923460    0    0 55516     0 56367 4747 56 11 13 20  0	
 2  0 9678312 191376   5572 2915508   48    0 42944    42 9699 2859 44  3 38 14  0	
 4  9 9678304 199348   5564 2845824    0    0 52288     0 9093 3153 53  3 32 11  0	
11  8 9678248 200912   5540 2772700   32    0 64910    28 6626 2940 38  2 32 28  0	
 4  8 9678220 245888   5532 2736052   32    0 67432     2 8510 4226 37  3 30 30  0	
 7  8 9678200 198072   5524 2665340    0    0 60678     0 51612 4178 52 10 17 21  0	
 7  7 9678136 206432   5524 2561132   16    0 61416    24 50089 3491 54  6 20 20  0	
 6  3 9678124 181172   5532 2452136   16    0 58110     0 12290 5308 56  4 22 18  0	
 5  0 9678080 280460   5532 2349708   16    0 36446     0 7927 4056 36  3 54  8  0	
 3  0 9678040 188124   5544 2355180    0    0  3320    30 5223 2221 32  2 66  0  0	
 1  0 9678032 211180   5120 2329776   16    0    16     0 2715 1847 13  2 86  0  0	
 3  0 9677956 217812   5096 2319592   48    0    56 12852 4689 1783  8  2 90  0  0	
 1  0 9677948 219028   5100 2320020    0    0   192     0 2245 1850 10  1 89  0  0	
 1  0 9677896 219032   5100 2319996   32    0    32     0 1925 1770  8  0 91  0  0	
 1  0 9677864 199392   5116 2218728   16    0   188 50672 39367 3121 15  7 78  1  0	
 0  0 9677848 197892   5116 2218692    0    0     0     0 1464 1697  4  0 95  0  0	
 1  1 9677788 197124   5120 2218668   48    0    50 38174  962 1641  0  0 98  1  0	
 0  0 9677772 197632   5128 2218700    0    0     0    32  913 1617  0  0 99  1  0	
11  4 9677724 424048   5128 1996632    0    0 40760     0 7835 4551 41  4 39 16  0	
 6  8 9677692 197724   5128 2105536   16    0 54854     0 9870 4953 48  3 23 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  8 9677676 193200   4644 2021560   16    0 53432    72 75966 4592 41 12 23 24  0	
 6  9 9677608 211608   4612 1945284   32    0 64596     0 16167 4501 48  7 21 24  0	
 3 12 9677592 189260   4600 1843512    0    0 67722     0 16245 3186 44  3 24 28  0	
10 11 9677564 204072   4588 1772536   48    0 68130    10 7385 3450 32  2 31 35  0	
 6 11 9677516 207856   4572 1744540    0    0 65774     0 27879 5079 50  9 18 23  0	
 4 11 9677500 192704   4548 1699928    0    0 69308     0 11955 3053 46  3 26 25  0	
 8 10 9677440 198024   4556 1641256   48    0 71428    48 6930 3062 40  2 29 28  0	
 5 11 9677420 204616   4556 1624476    0    0 66930     0 11830 3050 43  3 31 23  0	
13 14 9677380 195264   4556 1559456   32    0 61460     0 18203 3180 77  5  6 11  0	
 7 11 9677336 189124   4560 1527388   32    0 59474    32 22336 3226 61  7 10 23  0	
 9  7 9677320 186228   4556 1488816    0    0 62690     0 19211 3258 62  5 13 20  0	
13  8 9677252 269124   4564 1411920    0    0 59026    90 18858 5056 83  7  5  6  0	
 6  7 9677244 198876   4560 1474796   16    0 63170     0 18377 3327 84  7  4  5  0	
 6  5 9677192 204884   4560 1429032   32    0 58182     0 26692 3344 51  4 26 18  0	
 7  4 9677164 199888   4568 1433928   16    0 53440   102 8263 3455 52  3 29 16  0	
 2  0 9677148 205976   4564 1425804   16    0 23502     0 4469 2706 23  1 69  7  0	
 1  0 9677080 183504   4572 1447284   48    0 10792    26 2350 2074 10  1 89  0  0	
 0  0 9677064 182380   4572 1448568    0    0   448     0 1497 1716  4  0 96  0  0	
 0  0 9677016 182256   4572 1448580   16    0    16     0  905 1595  0  0 100  0  0	
 0  0 9676984 182556   4580 1448572   16    0    16     8  899 1587  0  0 100  0  0	
 0  0 9676976 182172   4580 1448568    0    0     0     0  897 1570  0  0 100  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 9676908 182876   4580 1448572   48    0    48    36  893 1575  0  0 100  0  0	
 0  0 9676896 183056   4588 1448568   16    0    16    20  943 1604  0  0 100  0  0	
 0  0 9676844 182892   4588 1448548   16    0    16     0  920 1575  0  0 100  0  0	
 0  0 9676808 182124   4588 1448596    0    0     0    10  905 1597  0  0 100  0  0	
 0  0 9676796 182008   4596 1448568   16    0    16     8  928 1605  0  0 99  0  0	
 0  0 9676724 182332   4596 1448576   32    0    32     4  950 1588  0  0 100  0  0	
 0  0 9676712 182084   4596 1448568    0    0     0     0  889 1561  0  0 100  0  0	
 0  0 9676664 181880   4604 1448576   32    0    32    16  944 1622  0  0 100  0  0	
 4  0 9676632 181960   4608 1448568   16    0    18    36 1161 1980  0  0 99  0  0	
10  0 9676620 201900   4596 1426404    0    0 23522     0 18830 5199 72  6 14  8  0	
12  2 9676552 197368   4604 1351724   32    0 21974    30 29200 10880 77  8 11  3  0	
 7  5 9676536 209180   4600 1340596    0    0 36888     0 19549 8422 62  5 22 11  0	
 8 10 9676492 300812   4584 1189908   32    0 45414     0 42789 6479 51 14 17 18  0	
 6  9 9676456 195848   4584 1111988   32    0 51244    22 39626 3323 53  9 17 21  0	
 9  6 9676444 195564   4568 946672    0    0 56664     0 27481 3267 67  8 10 15  0	
 8 12 9676376 197928   4564 851752   32    0 52182    68 69002 3262 55 12 14 19  0	
 6 10 9676368 206172   4560 763360   16    0 59972     2 13358 3934 51  4 23 22  0	
 4 10 9676312 204740   4520 740856   32    0 57218     0 14145 6050 45  4 27 24  0	
 4 11 9676452 182820   4528 670572    0   88 58696   122 22242 6667 39  6 22 32  0	
11 12 9676404 191296   4528 581436    0    0 66434     0 11982 8198 39  3 27 30  0	
 3  7 9751140 187060   4536 478764   48 37386 48668 37408 51871 5551 43 11 20 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 19 9792044 174892   4512 477688    0 20458 48128 45908 10865 8501 25  3 21 51  0	
 8 16 9851908 248628   2944 372420   32 29954 34456 42784 44070 7224 27  5 22 47  0	
 1 14 9859040 158060   2960 461188    0 3584 46072 19194 4739 2686 24  1 33 42  0	
 5 13 9863736 193992   2276 310084   48 2376 38866 36826 9677 2766 22  2 26 50  0	
 5 11 9863712 192520   2232 311564    0    0 76794     0 11420 3160 35  2 33 29  0	
 1  3 9863620 199696   2164 226768   32    0 67796    96 10441 5651 16  2 60 22  0	
 3 17 9863604 188500   2176 249836   16    0 36432 38788 4906 2623 25  2 39 35  0	
 4 11 9863540 193088   2168 186092   48    0 52344  8510 9734 4499 24  3 20 53  0	
 2  2 9863484 190760   2184 191044   32    0 51382    30 12711 5207 17  2 56 25  0	
 4 12 9863688 185904   2204 159300    0  122 12364 53706 19392 2104 19  3 58 21  0	
 0 16 9929060 218384   2168 124836   16 32698 21006 32868 4153 2729 10  2 30 57  0	
 5  8 9928996 189696   2160 166252   48    0 38966     0 7736 2576 15  1 39 44  0	
 3 10 9928984 206656   2160 117968    0    0 47380     0 24523 6233 22  3 40 35  0	
 3  7 9928936 196996   2160  86848    0    0 28648    18 40061 6412 24  5 37 33  0	
 4  5 9928908 200596   2168  78712   32    0 51460     0 7267 3216 26  2 42 30  0	
10  1 10006032 206596   2176  25140   16 38650 45504 38658 75572 2855 32 10 28 30  0	
 3  8 10222936 301792   2176  46860    0 108406 11378 108406 8858 2163 56  7 23 14  0	
 5  6 10229584 186824   2168 161552    0 3328 68046  3328 6001 2838 34  2 36 29  0	
 1 18 10392604 212656   2176 149880   16 81590 17884 81596 3525 2218 12  5 17 66  0	
 6  4 10614228 291292   2176 137128   48 110774  4262 110774 3191 2179  7  6 17 70  0	
 4  3 10626972 189440   2180 239860   16 6400 61220  6400 5548 2796 31  2 42 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  4 10692456 209580   2192 223332   32 32806 31140 32812 6069 2450 30  4 39 27  0	
 2  1 10881248 351228   2204 270976    0 94354  6082 94354 4614 2262 13  7 71 10  0	
 3  9 10881208 331500   2252 293608   16    0 37316     0 4222 3578 16  2 54 28  0	
 3  9 10881172 230220   2260 410956   32    0 58336    68 7259 4716 25  2 42 31  0	
 3 15 10881116 191548   2252 366580   16    0 64808   108 22976 6208 36  5 37 22  0	
 4 12 10881088 198508   2248 313428   16    0 62610     0 24519 3851 35  4 30 31  0	
 4 12 10881068 193980   2260 311936   16    0 63246   108 5509 2787 30  2 31 37  0	
 2 12 10881024 191964   2216 208472    0    0 53382     0 23281 2957 38  5 23 34  0	
 9 13 10880988 240608   2220 118720   16    0 67488    16 7956 2936 36  3 30 31  0	
 5 17 10880984 217640   2224 136168   16    0 71148     2 5868 3035 30  3 31 37  0	
 3 12 10880912 196804   2180 114004   48    0 78770     6 9662 3698 37  5 30 28  0	
 7 15 10909244 193508   2172  76856    0 14200 55724 14218 60811 3090 42  9 20 29  0	
 9 13 10947928 184772   2172  49092   16 19338 68566 19338 57721 2973 63  7  9 21  0	
11  9 10995500 183944   2180  31064   32 23806 24466 23876 16556 2916 43 13  7 37  0	
 0 23 11165964 157840   2184 121356   48 85270 86804 85304 20485 6971 28  8 21 43  0	
 1 19 11273492 157308   2184  99360   16 53774 12040 53848 9170 3510 33  7 12 49  0	
 5 15 11344440 220640   2192 123872   16 35500 43802 35522 14192 3391 45  6 16 33  0	
 0 19 11391500 243128   2324 120676   16 23544 37950 23544 11296 2587 28  4  9 59  0	
 1 12 11446324 243752   4056 124944   38 27446  5322 27470 2038 1971  0  2 26 72  0	
 1 11 11701892 575820   4056 126444    0 127862  2340 127862 2443 1911  0  7 35 58  0	
 3 14 11888156 792252   4056 139524    0 93070 22450 93070 11840 2458 28  8 24 40  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5 12 11888084 572732   4064 298880   68    0 79828    12 7731 3324 34  2 33 31  0	
 4  9 11891140 426820   4064 445716   16 1536 73236  1536 5962 2951 34  2 31 33  0	
 5 10 11894152 274332   4064 599264   16 1536 77264  1536 6449 2999 38  2 29 31  0	
 3 11 11897208 183276   3516 691180   32 1536 67538  1544 6845 2838 42  2 22 34  0	
 5  9 11897160 184572   3516 688128    0    0 74540     0 6541 3101 37  2 33 28  0	
10  4 11903268 189680   3516 682408   16 3072 71078  3072 7322 5051 42  2 34 21  0	
 1  1 11920664 192688   3524 702316   16 8704 48844  8722 4878 2773 25  2 49 24  0	
 0  0 11939864 200092   3588 712348   32 9634  4738  9634 1695 1863  3  1 93  3  0	
 0  0 11939848 199848   3600 712368    0    0     2     8  921 1590  0  0 99  0  0	
 0  0 11939804 200568   3600 712384   32    0    32    38  941 1626  0  0 100  0  0	
 0  0 11939772 200776   3600 712368   16    0    16     0  909 1566  0  0 100  0  0	
 0  0 11939756 200096   3616 712992    0    0   314    56  990 1621  0  0 99  1  0	
 0  0 11939688 200684   3616 713516   48    0   240     0  969 1612  0  0 99  0  0	
 0  0 11939680 200780   3616 713380    0    0     0     0  897 1575  0  0 100  0  0	
 0  0 11939624 202124   3624 713384   32    0    32    26  913 1591  0  0 99  0  0	
 9  7 11939592 180876   2664 683260   32    0 42036     0 31258 9536 44  4 30 22  0	
 6  8 11939576 216316   2672 610840    0    0 57724   124 20360 10089 47  5 22 26  0	
 6 12 11939504 272288   2632 412640   32    0 102588     0 29063 9919 53  5 21 21  0	
 2 13 11939488 188408   2640 491264    0    0 58702    26 10160 2821 36  2 27 35  0	
 4 12 11939424 189992   2732 362144   48    0 58254     0 11079 2980 40  3 22 34  0	
11  3 11939404 193400   2728 280152    0    0 56486     0 16959 2667 41  3 31 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7 14 11939336 210760   2612 259304   32    0 60726    24 6440 2803 38  2 29 31  0	
 5 12 11939324 180356   2752 219596    0    0 57016     0 11596 2764 49  3 27 21  0	
10 10 11939308 231452   2652 188176   16    0 56602     0 10843 2933 37  2 27 34  0	
 6 16 11939240 187956   3196 150068   52    0 48966    18 7582 2789 40  4 13 43  0	
 3 12 11939228 184504   2752 169308    0    0 39832 36332 5946 2775 29  2 25 44  0	
 2 15 11939160 157288   2480 135404   16    0 20678 20900 5696 2772 20  2 12 66  0	
11  4 11939092 191072   2324 155384   48    0 89088  1470 34731 7434 31  3 26 40  0	
 4  8 11939052 190764   2220 127264    0    0 33784  8448 37398 2952 30  4 31 35  0	
 4  3 11939044 188972   2468 131568   16    0 40344     0 14698 2691 25  2 45 28  0	
 1 15 11938976 163876   2436 151892   48    0 17756    64 7739 2138 17  1 55 27  0	
 1  7 11939228 184460   2212  90188    0  130 14600 35008 35052 4961 28  4 27 41  0	
 1 12 11939176 158284   2148 113272   16    0 33622    16 9515 2649 14  1 25 59  0	
 1  2 11940844 209032   2180  66568   16  856 33660   902 13426 6509  7  1 61 30  0	
 1  1 11940772 208236   2184  76428   48    0 13784     2 3201 2027  8  1 83  8  0	
 1  0 11940764 201044   2192  84064    0    0 13786    12 2710 1960  8  1 85  6  0	
 2  2 11940748 209304   2188  92472    0    0 13030     0 4950 1934  8  1 88  3  0	
 1  0 11940684 221024   2196  83940   32    0 13534    10 3037 1986  8  1 84  7  0	
 1  0 11940668 216956   2196  88984   16    0  8580     2 2583 1933  8  1 84  7  0	
 0  0 11940600 216472   2196  89168   32    0   256     0 1055 1624  1  0 98  0  0	
 0  0 11940588 216032   2204  89500    0    0   168    10  863 1575  0  0 99  0  0	
 0  0 11940576 215940   2204  89540   16    0    16     0  893 1578  0  0 100  0  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 11940508 216256   2204  89744   32    0   146     0  910 1606  0  0 99  0  0	
 4  0 11940488 238900   2496  66696    0    0   366     6 1039 1708  0  0 99  1  0	
 7  5 12002984 168332   2244  68856   32 31280 20470 44012 24378 3398 27  6 24 43  0	
 7 12 12082352 197932   2232 119888    0 39692 41786 39692 19032 5073 53  6 20 20  0	
 5 17 12082340 187560   2220 127960    0    0 51450    90 6297 2662 22  1 38 39  0	
 8 10 12215912 196032   2212  60732   48 66804 12874 66924 25257 2644 12 13 12 62  0	
 5 13 12310556 191372   2216  87768   32 47346 33466 47346 9004 2967 46  9 19 25  0	
 6 12 12313564 187484   2184  87640   16 1536 58696  1558 14564 2972 25  4 29 41  0	
 4 17 12365824 285152   2184 102888   16 26136 26220 26196 6112 2617 17  5 16 63  0	
 6 15 12375136 168044   2184 223120   16 4668 59506  4668 5059 2831 24  2 29 44  0	
 8 18 12459296 240196   2196 251204   32 42112 22994 42188 6925 2705 14  4 31 51  0	
 5 16 12474876 157900   2196 336180   16 7794 43584  7824 8029 2585 36  5 26 33  0	
 3 20 12550384 158100   2196 335092   16 37790 15120 37846 4911 2749 17  3 15 65  0	
 5 14 12601012 168648   2204 317856   16 25322 53570 25414 15208 4286 24  3 24 49  0	
 4 13 12644996 184024   2204 315736   16 22016 49476 22016 7743 2718 45  4 23 28  0	
 6  5 12672328 182592   2212 285156   16 13682 54644 13698 6561 2779 38  3 25 35  0	
